episode,t,action,reward,remaining_plays,remaining_discards,hand_before,cards,deck_remaining,advantage
37,1,play,18.0,4,3,"[""9H"", ""10C"", ""6S"", ""12C"", ""1H"", ""8D"", ""5D"", ""13H""]","[""9H"", ""10C"", ""6S"", ""12C"", ""1H"", ""8D"", ""5D"", ""13H""]","[""2H"", ""3H"", ""4H"", ""6H"", ""7H"", ""8H"", ""10H"", ""11H"", ""2D"", ""3D"", ""4D"", ""6D"", ""7D"", ""10D"", ""12D"", ""13D"", ""1C"", ""2C"", ""3C"", ""4C"", ""5C"", ""7C"", ""8C"", ""9C"", ""11C"", ""13C"", ""1S"", ""2S"", ""3S"", ""4S"", ""5S"", ""7S"", ""8S"", ""10S"", ""11S"", ""13S""]",-119.15095886230472
37,2,play,124.0,3,3,"[""5H"", ""12S"", ""6C"", ""9D"", ""11D"", ""12H"", ""9S"", ""1D""]","[""5H"", ""12S"", ""6C"", ""9D"", ""11D"", ""12H"", ""9S"", ""1D""]","[""3H"", ""6H"", ""7H"", ""8H"", ""10H"", ""11H"", ""3D"", ""4D"", ""6D"", ""7D"", ""10D"", ""12D"", ""13D"", ""1C"", ""3C"", ""4C"", ""7C"", ""8C"", ""9C"", ""11C"", ""13C"", ""1S"", ""2S"", ""3S"", ""5S"", ""7S"", ""10S"", ""13S""]",-41.97326416015625
37,3,play,216.0,2,3,"[""4S"", ""2C"", ""2H"", ""5C"", ""2D"", ""11S"", ""4H"", ""8S""]","[""4S"", ""2C"", ""2H"", ""5C"", ""2D"", ""11S"", ""4H"", ""8S""]","[""3H"", ""6H"", ""8H"", ""10H"", ""3D"", ""6D"", ""10D"", ""1C"", ""3C"", ""4C"", ""8C"", ""9C"", ""11C"", ""13C"", ""2S"", ""3S"", ""5S"", ""7S"", ""10S"", ""13S""]",137.59807281494142
37,4,play,153.0,1,3,"[""11H"", ""7D"", ""4D"", ""12D"", ""1S"", ""13D"", ""7C"", ""7H""]","[""11H"", ""7D"", ""4D"", ""12D"", ""1S"", ""13D"", ""7C"", ""7H""]","[""6H"", ""8H"", ""10D"", ""1C"", ""3C"", ""4C"", ""8C"", ""11C"", ""13C"", ""5S"", ""7S"", ""10S""]",21.41326499938964
37,5,play,117.0,0,3,"[""2S"", ""9C"", ""13S"", ""3S"", ""3D"", ""6D"", ""3H"", ""10H""]","[""2S"", ""9C"", ""13S"", ""3S"", ""3D"", ""6D"", ""3H"", ""10H""]","[""8H"", ""3C"", ""4C"", ""11C""]",13.736503601074219
38,1,play,108.0,4,3,"[""2C"", ""11S"", ""11H"", ""4S"", ""6D"", ""2D"", ""6S"", ""9D""]","[""2C"", ""11S"", ""11H"", ""4S"", ""6D"", ""2D"", ""6S"", ""9D""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""7H"", ""8H"", ""9H"", ""10H"", ""12H"", ""13H"", ""1D"", ""3D"", ""4D"", ""5D"", ""7D"", ""8D"", ""11D"", ""12D"", ""13D"", ""1C"", ""3C"", ""5C"", ""6C"", ""7C"", ""10C"", ""11C"", ""12C"", ""13C"", ""1S"", ""2S"", ""5S"", ""7S"", ""8S"", ""9S""]",5.360761718749927
38,2,play,60.0,3,3,"[""10D"", ""9C"", ""3S"", ""8C"", ""12S"", ""13S"", ""10S"", ""4C""]","[""10D"", ""9C"", ""3S"", ""8C"", ""12S"", ""13S"", ""10S"", ""4C""]","[""1H"", ""2H"", ""3H"", ""4H"", ""7H"", ""9H"", ""10H"", ""12H"", ""13H"", ""1D"", ""3D"", ""7D"", ""8D"", ""11D"", ""12D"", ""13D"", ""1C"", ""3C"", ""6C"", ""10C"", ""12C"", ""13C"", ""1S"", ""2S"", ""5S"", ""7S"", ""8S"", ""9S""]",-76.79721435546872
38,3,play,240.0,2,3,"[""11C"", ""4D"", ""7C"", ""6H"", ""8H"", ""5H"", ""5C"", ""5D""]","[""11C"", ""4D"", ""7C"", ""6H"", ""8H"", ""5H"", ""5C"", ""5D""]","[""1H"", ""2H"", ""3H"", ""4H"", ""7H"", ""10H"", ""12H"", ""1D"", ""3D"", ""8D"", ""12D"", ""13D"", ""10C"", ""12C"", ""13C"", ""2S"", ""5S"", ""7S"", ""8S"", ""9S""]",96.28582061767577
38,4,play,24.0,1,3,"[""9H"", ""11D"", ""7D"", ""1S"", ""1C"", ""6C"", ""13H"", ""3C""]","[""9H"", ""11D"", ""7D"", ""1S"", ""1C"", ""6C"", ""13H"", ""3C""]","[""1H"", ""2H"", ""3H"", ""7H"", ""10H"", ""1D"", ""10C"", ""12C"", ""13C"", ""2S"", ""5S"", ""7S""]",-65.41242485046388
38,5,play,120.0,0,3,"[""4H"", ""13D"", ""8S"", ""12H"", ""9S"", ""3D"", ""8D"", ""12D""]","[""4H"", ""13D"", ""8S"", ""12H"", ""9S"", ""3D"", ""8D"", ""12D""]","[""2H"", ""3H"", ""10H"", ""2S""]",-6.196556091308594
39,1,play,144.0,4,3,"[""3H"", ""7S"", ""6S"", ""12C"", ""8H"", ""6D"", ""9D"", ""6H""]","[""3H"", ""7S"", ""6S"", ""12C"", ""8H"", ""6D"", ""9D"", ""6H""]","[""2H"", ""4H"", ""5H"", ""7H"", ""9H"", ""11H"", ""12H"", ""13H"", ""1D"", ""3D"", ""4D"", ""5D"", ""7D"", ""8D"", ""10D"", ""11D"", ""12D"", ""13D"", ""1C"", ""2C"", ""3C"", ""4C"", ""6C"", ""7C"", ""8C"", ""11C"", ""13C"", ""1S"", ""2S"", ""3S"", ""4S"", ""5S"", ""8S"", ""9S"", ""12S"", ""13S""]",9.480866088867174
39,2,play,180.0,3,3,"[""10S"", ""9C"", ""5C"", ""11S"", ""10H"", ""1H"", ""2D"", ""10C""]","[""10S"", ""9C"", ""5C"", ""11S"", ""10H"", ""1H"", ""2D"", ""10C""]","[""2H"", ""5H"", ""7H"", ""9H"", ""11H"", ""12H"", ""13H"", ""1D"", ""3D"", ""7D"", ""8D"", ""11D"", ""12D"", ""13D"", ""1C"", ""2C"", ""3C"", ""4C"", ""6C"", ""8C"", ""11C"", ""13C"", ""3S"", ""4S"", ""5S"", ""8S"", ""9S"", ""13S""]",33.956147766113304
39,3,play,36.0,2,3,"[""2S"", ""12S"", ""7C"", ""4H"", ""5D"", ""1S"", ""10D"", ""4D""]","[""2S"", ""12S"", ""7C"", ""4H"", ""5D"", ""1S"", ""10D"", ""4D""]","[""2H"", ""7H"", ""9H"", ""11H"", ""12H"", ""13H"", ""1D"", ""7D"", ""8D"", ""11D"", ""12D"", ""13D"", ""1C"", ""3C"", ""4C"", ""6C"", ""5S"", ""8S"", ""9S"", ""13S""]",-74.14013107299809
39,4,play,32.0,1,3,"[""2C"", ""13C"", ""3D"", ""5H"", ""3S"", ""4S"", ""8C"", ""11C""]","[""2C"", ""13C"", ""3D"", ""5H"", ""3S"", ""4S"", ""8C"", ""11C""]","[""2H"", ""9H"", ""12H"", ""7D"", ""11D"", ""12D"", ""13D"", ""1C"", ""3C"", ""6C"", ""5S"", ""8S""]",-62.35985366821288
39,5,play,72.0,0,3,"[""4C"", ""9S"", ""1D"", ""13H"", ""13S"", ""7H"", ""11H"", ""8D""]","[""4C"", ""9S"", ""1D"", ""13H"", ""13S"", ""7H"", ""11H"", ""8D""]","[""12H"", ""13D"", ""1C"", ""3C""]",-59.89906311035156
40,1,play,340.0,4,3,"[""10D"", ""8H"", ""13D"", ""11H"", ""9H"", ""1H"", ""12H"", ""10S""]","[""10D"", ""8H"", ""13D"", ""11H"", ""9H"", ""1H"", ""12H"", ""10S""]","[""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""7H"", ""10H"", ""13H"", ""2D"", ""3D"", ""5D"", ""6D"", ""7D"", ""8D"", ""9D"", ""11D"", ""1C"", ""2C"", ""3C"", ""5C"", ""6C"", ""7C"", ""8C"", ""9C"", ""10C"", ""11C"", ""13C"", ""1S"", ""2S"", ""3S"", ""5S"", ""7S"", ""8S"", ""9S"", ""12S"", ""13S""]",174.1863589477539
40,2,play,304.0,3,3,"[""4D"", ""12C"", ""12D"", ""1D"", ""4C"", ""11S"", ""6S"", ""4S""]","[""4D"", ""12C"", ""12D"", ""1D"", ""4C"", ""11S"", ""6S"", ""4S""]","[""2H"", ""4H"", ""5H"", ""6H"", ""7H"", ""10H"", ""13H"", ""3D"", ""5D"", ""6D"", ""8D"", ""9D"", ""11D"", ""1C"", ""5C"", ""6C"", ""8C"", ""9C"", ""10C"", ""11C"", ""13C"", ""1S"", ""3S"", ""5S"", ""7S"", ""8S"", ""12S"", ""13S""]",176.02091430664063
40,3,play,240.0,2,3,"[""2D"", ""2S"", ""3H"", ""2C"", ""7C"", ""3C"", ""7D"", ""9S""]","[""2D"", ""2S"", ""3H"", ""2C"", ""7C"", ""3C"", ""7D"", ""9S""]","[""4H"", ""5H"", ""6H"", ""7H"", ""10H"", ""13H"", ""3D"", ""5D"", ""6D"", ""8D"", ""9D"", ""1C"", ""6C"", ""8C"", ""9C"", ""11C"", ""1S"", ""3S"", ""5S"", ""7S""]",167.64519195556642
40,4,play,72.0,1,3,"[""5C"", ""8S"", ""11D"", ""13C"", ""12S"", ""10C"", ""13S"", ""2H""]","[""5C"", ""8S"", ""11D"", ""13C"", ""12S"", ""10C"", ""13S"", ""2H""]","[""4H"", ""5H"", ""7H"", ""13H"", ""6D"", ""8D"", ""6C"", ""8C"", ""9C"", ""1S"", ""3S"", ""7S""]",-73.47534843444825
40,5,play,40.0,0,3,"[""5S"", ""3D"", ""1C"", ""10H"", ""6H"", ""9D"", ""5D"", ""11C""]","[""5S"", ""3D"", ""1C"", ""10H"", ""6H"", ""9D"", ""5D"", ""11C""]","[""5H"", ""7H"", ""6C"", ""7S""]",-75.3502426147461
41,1,play,48.0,4,3,"[""3S"", ""10H"", ""7D"", ""5C"", ""11C"", ""12C"", ""6C"", ""7H""]","[""3S"", ""10H"", ""7D"", ""5C"", ""11C"", ""12C"", ""6C"", ""7H""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""8H"", ""9H"", ""11H"", ""12H"", ""1D"", ""3D"", ""4D"", ""5D"", ""6D"", ""8D"", ""9D"", ""11D"", ""12D"", ""13D"", ""2C"", ""4C"", ""7C"", ""8C"", ""9C"", ""10C"", ""13C"", ""1S"", ""2S"", ""4S"", ""5S"", ""8S"", ""10S"", ""11S"", ""12S"", ""13S""]",-97.7339749145508
41,2,play,18.0,3,3,"[""2D"", ""1C"", ""9S"", ""13H"", ""6S"", ""10D"", ""7S"", ""3C""]","[""2D"", ""1C"", ""9S"", ""13H"", ""6S"", ""10D"", ""7S"", ""3C""]","[""2H"", ""4H"", ""6H"", ""8H"", ""11H"", ""12H"", ""3D"", ""4D"", ""5D"", ""6D"", ""8D"", ""9D"", ""11D"", ""12D"", ""13D"", ""2C"", ""4C"", ""8C"", ""9C"", ""10C"", ""13C"", ""1S"", ""2S"", ""5S"", ""8S"", ""10S"", ""11S"", ""12S""]",-116.8228530883789
41,3,play,24.0,2,3,"[""13S"", ""9H"", ""1D"", ""4S"", ""7C"", ""5H"", ""3H"", ""1H""]","[""13S"", ""9H"", ""1D"", ""4S"", ""7C"", ""5H"", ""3H"", ""1H""]","[""2H"", ""6H"", ""8H"", ""11H"", ""3D"", ""6D"", ""8D"", ""9D"", ""11D"", ""13D"", ""2C"", ""4C"", ""9C"", ""10C"", ""13C"", ""2S"", ""5S"", ""8S"", ""10S"", ""12S""]",-56.39151947021486
41,4,play,104.0,1,3,"[""4H"", ""8C"", ""1S"", ""12D"", ""11S"", ""12H"", ""5D"", ""4D""]","[""4H"", ""8C"", ""1S"", ""12D"", ""11S"", ""12H"", ""5D"", ""4D""]","[""2H"", ""6H"", ""11H"", ""3D"", ""6D"", ""8D"", ""9D"", ""11D"", ""2C"", ""9C"", ""10S"", ""12S""]",-2.9655818176269406
41,5,play,124.0,0,3,"[""13D"", ""8S"", ""5S"", ""2S"", ""8H"", ""13C"", ""4C"", ""10C""]","[""13D"", ""8S"", ""5S"", ""2S"", ""8H"", ""13C"", ""4C"", ""10C""]","[""11H"", ""8D"", ""2C"", ""10S""]",-16.642349243164062
42,1,play,52.0,4,3,"[""10D"", ""3C"", ""8H"", ""8S"", ""1H"", ""6D"", ""4C"", ""11D""]","[""10D"", ""3C"", ""8H"", ""8S"", ""1H"", ""6D"", ""4C"", ""11D""]","[""2H"", ""3H"", ""4H"", ""6H"", ""7H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""2D"", ""3D"", ""7D"", ""9D"", ""12D"", ""13D"", ""1C"", ""2C"", ""5C"", ""7C"", ""8C"", ""9C"", ""11C"", ""12C"", ""13C"", ""1S"", ""2S"", ""3S"", ""4S"", ""5S"", ""6S"", ""9S"", ""10S"", ""11S"", ""12S"", ""13S""]",-54.76632568359378
42,2,play,280.0,3,3,"[""5H"", ""10C"", ""8D"", ""6C"", ""5D"", ""7S"", ""4D"", ""9H""]","[""5H"", ""10C"", ""8D"", ""6C"", ""5D"", ""7S"", ""4D"", ""9H""]","[""3H"", ""4H"", ""6H"", ""7H"", ""10H"", ""12H"", ""13H"", ""2D"", ""3D"", ""9D"", ""12D"", ""13D"", ""1C"", ""2C"", ""5C"", ""7C"", ""8C"", ""9C"", ""11C"", ""13C"", ""3S"", ""4S"", ""5S"", ""6S"", ""10S"", ""11S"", ""12S"", ""13S""]",122.35222015380862
42,3,play,52.0,2,3,"[""11H"", ""2H"", ""1S"", ""9S"", ""12C"", ""2S"", ""1D"", ""7D""]","[""11H"", ""2H"", ""1S"", ""9S"", ""12C"", ""2S"", ""1D"", ""7D""]","[""3H"", ""4H"", ""6H"", ""10H"", ""12H"", ""3D"", ""13D"", ""1C"", ""2C"", ""5C"", ""8C"", ""11C"", ""13C"", ""3S"", ""4S"", ""5S"", ""10S"", ""11S"", ""12S"", ""13S""]",-18.601878356933582
42,4,play,104.0,1,3,"[""13H"", ""2D"", ""6S"", ""7C"", ""12D"", ""9C"", ""7H"", ""9D""]","[""13H"", ""2D"", ""6S"", ""7C"", ""12D"", ""9C"", ""7H"", ""9D""]","[""3H"", ""4H"", ""6H"", ""12H"", ""1C"", ""2C"", ""11C"", ""13C"", ""3S"", ""5S"", ""10S"", ""12S""]",-46.64161270141602
42,5,play,72.0,0,3,"[""5C"", ""4S"", ""3D"", ""10H"", ""13S"", ""8C"", ""11S"", ""13D""]","[""5C"", ""4S"", ""3D"", ""10H"", ""13S"", ""8C"", ""11S"", ""13D""]","[""4H"", ""6H"", ""11C"", ""13C""]",-39.62068176269531
43,1,play,144.0,4,3,"[""8S"", ""9H"", ""1H"", ""6C"", ""13D"", ""6D"", ""6S"", ""7S""]","[""8S"", ""9H"", ""1H"", ""6C"", ""13D"", ""6D"", ""6S"", ""7S""]","[""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""7H"", ""8H"", ""12H"", ""1D"", ""2D"", ""4D"", ""5D"", ""7D"", ""8D"", ""10D"", ""11D"", ""12D"", ""1C"", ""2C"", ""4C"", ""5C"", ""7C"", ""8C"", ""9C"", ""11C"", ""12C"", ""13C"", ""1S"", ""2S"", ""3S"", ""4S"", ""9S"", ""10S"", ""11S"", ""12S"", ""13S""]",20.937539367675754
43,2,play,92.0,3,3,"[""9D"", ""5S"", ""3D"", ""10C"", ""10H"", ""3C"", ""11H"", ""13H""]","[""9D"", ""5S"", ""3D"", ""10C"", ""10H"", ""3C"", ""11H"", ""13H""]","[""3H"", ""4H"", ""5H"", ""7H"", ""8H"", ""1D"", ""2D"", ""4D"", ""5D"", ""7D"", ""8D"", ""10D"", ""12D"", ""1C"", ""5C"", ""7C"", ""8C"", ""9C"", ""11C"", ""12C"", ""13C"", ""1S"", ""2S"", ""3S"", ""9S"", ""10S"", ""12S"", ""13S""]",-67.78605926513671
43,3,play,100.0,2,3,"[""11S"", ""2H"", ""4S"", ""11D"", ""12H"", ""2C"", ""6H"", ""4C""]","[""11S"", ""2H"", ""4S"", ""11D"", ""12H"", ""2C"", ""6H"", ""4C""]","[""3H"", ""5H"", ""7H"", ""8H"", ""2D"", ""5D"", ""7D"", ""10D"", ""12D"", ""1C"", ""5C"", ""8C"", ""9C"", ""12C"", ""13C"", ""1S"", ""2S"", ""3S"", ""10S"", ""13S""]",-0.008446350097642608
43,4,play,36.0,1,3,"[""11C"", ""9S"", ""8D"", ""1D"", ""4D"", ""12S"", ""7C"", ""4H""]","[""11C"", ""9S"", ""8D"", ""1D"", ""4D"", ""12S"", ""7C"", ""4H""]","[""5H"", ""7H"", ""8H"", ""7D"", ""12D"", ""1C"", ""5C"", ""8C"", ""12C"", ""13C"", ""1S"", ""10S""]",-88.35419120788575
43,5,play,60.0,0,3,"[""3H"", ""5D"", ""2D"", ""13S"", ""10D"", ""2S"", ""9C"", ""3S""]","[""3H"", ""5D"", ""2D"", ""13S"", ""10D"", ""2S"", ""9C"", ""3S""]","[""7H"", ""8H"", ""7D"", ""13C""]",-32.620506286621094
44,1,play,64.0,4,3,"[""5S"", ""3H"", ""6C"", ""9C"", ""13C"", ""7H"", ""11D"", ""11H""]","[""5S"", ""3H"", ""6C"", ""9C"", ""13C"", ""7H"", ""11D"", ""11H""]","[""1H"", ""4H"", ""5H"", ""6H"", ""8H"", ""9H"", ""10H"", ""12H"", ""13H"", ""1D"", ""2D"", ""3D"", ""5D"", ""6D"", ""7D"", ""8D"", ""9D"", ""12D"", ""13D"", ""2C"", ""4C"", ""5C"", ""7C"", ""8C"", ""10C"", ""1S"", ""2S"", ""3S"", ""4S"", ""6S"", ""7S"", ""8S"", ""9S"", ""11S"", ""12S"", ""13S""]",-88.29912261962892
44,2,play,60.0,3,3,"[""4D"", ""11C"", ""10D"", ""1C"", ""2H"", ""12C"", ""3C"", ""10S""]","[""4D"", ""11C"", ""10D"", ""1C"", ""2H"", ""12C"", ""3C"", ""10S""]","[""1H"", ""6H"", ""8H"", ""9H"", ""10H"", ""13H"", ""1D"", ""2D"", ""3D"", ""5D"", ""6D"", ""8D"", ""12D"", ""13D"", ""2C"", ""4C"", ""5C"", ""7C"", ""8C"", ""10C"", ""1S"", ""2S"", ""4S"", ""7S"", ""9S"", ""11S"", ""12S"", ""13S""]",-37.41686859130857
44,3,play,260.0,2,3,"[""5H"", ""4H"", ""8S"", ""9D"", ""6S"", ""3S"", ""12H"", ""7D""]","[""5H"", ""4H"", ""8S"", ""9D"", ""6S"", ""3S"", ""12H"", ""7D""]","[""1H"", ""6H"", ""9H"", ""10H"", ""13H"", ""1D"", ""2D"", ""5D"", ""6D"", ""12D"", ""13D"", ""2C"", ""4C"", ""8C"", ""10C"", ""2S"", ""4S"", ""11S"", ""12S"", ""13S""]",134.17140747070312
44,4,play,100.0,1,3,"[""5C"", ""3D"", ""1S"", ""8D"", ""9S"", ""7C"", ""8H"", ""7S""]","[""5C"", ""3D"", ""1S"", ""8D"", ""9S"", ""7C"", ""8H"", ""7S""]","[""6H"", ""9H"", ""10H"", ""13H"", ""2D"", ""5D"", ""13D"", ""2C"", ""8C"", ""4S"", ""11S"", ""13S""]",-24.706966247558597
44,5,play,92.0,0,3,"[""12S"", ""1H"", ""2S"", ""6D"", ""10C"", ""4C"", ""1D"", ""12D""]","[""12S"", ""1H"", ""2S"", ""6D"", ""10C"", ""4C"", ""1D"", ""12D""]","[""6H"", ""13H"", ""13D"", ""13S""]",-8.259002685546875
45,1,play,80.0,4,3,"[""10D"", ""2C"", ""8D"", ""9S"", ""7D"", ""12C"", ""8H"", ""2D""]","[""10D"", ""2C"", ""8D"", ""9S"", ""7D"", ""12C"", ""8H"", ""2D""]","[""2H"", ""5H"", ""6H"", ""7H"", ""9H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""3D"", ""4D"", ""5D"", ""6D"", ""9D"", ""11D"", ""12D"", ""4C"", ""6C"", ""7C"", ""8C"", ""9C"", ""10C"", ""11C"", ""13C"", ""1S"", ""2S"", ""3S"", ""4S"", ""5S"", ""6S"", ""7S"", ""8S"", ""10S"", ""12S"", ""13S""]",-91.23378265380859
45,2,play,56.0,3,3,"[""3C"", ""3H"", ""1C"", ""4H"", ""1H"", ""11S"", ""13D"", ""5C""]","[""3C"", ""3H"", ""1C"", ""4H"", ""1H"", ""11S"", ""13D"", ""5C""]","[""5H"", ""6H"", ""7H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""3D"", ""4D"", ""5D"", ""6D"", ""11D"", ""12D"", ""6C"", ""8C"", ""9C"", ""11C"", ""13C"", ""1S"", ""3S"", ""5S"", ""6S"", ""7S"", ""8S"", ""10S"", ""12S"", ""13S""]",-24.57545989990234
45,3,play,92.0,2,3,"[""9H"", ""2S"", ""9D"", ""4C"", ""4S"", ""10C"", ""2H"", ""7C""]","[""9H"", ""2S"", ""9D"", ""4C"", ""4S"", ""10C"", ""2H"", ""7C""]","[""6H"", ""7H"", ""11H"", ""13H"", ""1D"", ""3D"", ""5D"", ""11D"", ""12D"", ""8C"", ""11C"", ""13C"", ""1S"", ""5S"", ""6S"", ""7S"", ""8S"", ""10S"", ""12S"", ""13S""]",-19.273312225341783
45,4,play,44.0,1,3,"[""9C"", ""12H"", ""6C"", ""10H"", ""5H"", ""3S"", ""4D"", ""6D""]","[""9C"", ""12H"", ""6C"", ""10H"", ""5H"", ""3S"", ""4D"", ""6D""]","[""6H"", ""11H"", ""1D"", ""5D"", ""11D"", ""12D"", ""8C"", ""11C"", ""5S"", ""10S"", ""12S"", ""13S""]",-82.52439224243165
45,5,play,120.0,0,3,"[""3D"", ""13H"", ""6S"", ""8S"", ""1S"", ""13C"", ""7S"", ""7H""]","[""3D"", ""13H"", ""6S"", ""8S"", ""1S"", ""13C"", ""7S"", ""7H""]","[""11D"", ""12D"", ""10S"", ""13S""]",-9.212295532226562
46,1,play,18.0,4,3,"[""6D"", ""4H"", ""3C"", ""11S"", ""9H"", ""13S"", ""10D"", ""7D""]","[""6D"", ""4H"", ""3C"", ""11S"", ""9H"", ""13S"", ""10D"", ""7D""]","[""1H"", ""2H"", ""3H"", ""5H"", ""7H"", ""8H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""3D"", ""4D"", ""5D"", ""8D"", ""9D"", ""12D"", ""13D"", ""1C"", ""5C"", ""6C"", ""7C"", ""8C"", ""9C"", ""10C"", ""11C"", ""12C"", ""13C"", ""1S"", ""2S"", ""4S"", ""5S"", ""7S"", ""8S"", ""9S"", ""10S""]",-131.6389013671875
46,2,play,72.0,3,3,"[""6S"", ""12S"", ""2D"", ""4C"", ""6H"", ""3S"", ""11D"", ""2C""]","[""6S"", ""12S"", ""2D"", ""4C"", ""6H"", ""3S"", ""11D"", ""2C""]","[""1H"", ""3H"", ""5H"", ""7H"", ""10H"", ""12H"", ""13H"", ""1D"", ""4D"", ""8D"", ""9D"", ""12D"", ""13D"", ""1C"", ""5C"", ""6C"", ""7C"", ""9C"", ""10C"", ""11C"", ""12C"", ""13C"", ""1S"", ""2S"", ""4S"", ""5S"", ""8S"", ""9S""]",-11.710375061035165
46,3,play,52.0,2,3,"[""8H"", ""3D"", ""11H"", ""2H"", ""8C"", ""10S"", ""5D"", ""7S""]","[""8H"", ""3D"", ""11H"", ""2H"", ""8C"", ""10S"", ""5D"", ""7S""]","[""1H"", ""3H"", ""7H"", ""10H"", ""12H"", ""13H"", ""8D"", ""9D"", ""12D"", ""13D"", ""6C"", ""7C"", ""9C"", ""10C"", ""11C"", ""13C"", ""1S"", ""4S"", ""5S"", ""8S""]",-91.50038009643555
46,4,play,64.0,1,3,"[""12C"", ""2S"", ""1C"", ""5H"", ""1D"", ""9S"", ""5C"", ""4D""]","[""12C"", ""2S"", ""1C"", ""5H"", ""1D"", ""9S"", ""5C"", ""4D""]","[""3H"", ""13H"", ""8D"", ""9D"", ""12D"", ""13D"", ""6C"", ""7C"", ""9C"", ""11C"", ""13C"", ""4S""]",-23.375662384033205
46,5,play,84.0,0,3,"[""10H"", ""7H"", ""1S"", ""10C"", ""8S"", ""5S"", ""1H"", ""12H""]","[""10H"", ""7H"", ""1S"", ""10C"", ""8S"", ""5S"", ""1H"", ""12H""]","[""3H"", ""6C"", ""11C"", ""13C""]",-60.35029602050781
47,1,play,80.0,4,3,"[""3S"", ""7H"", ""5C"", ""11D"", ""13S"", ""7C"", ""3D"", ""9S""]","[""3S"", ""7H"", ""5C"", ""11D"", ""13S"", ""7C"", ""3D"", ""9S""]","[""1H"", ""3H"", ""4H"", ""5H"", ""6H"", ""9H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""4D"", ""5D"", ""6D"", ""7D"", ""9D"", ""10D"", ""12D"", ""13D"", ""1C"", ""2C"", ""3C"", ""4C"", ""6C"", ""8C"", ""9C"", ""11C"", ""12C"", ""13C"", ""1S"", ""4S"", ""5S"", ""7S"", ""8S"", ""10S"", ""11S""]",-40.587905578613345
47,2,play,248.0,3,3,"[""2H"", ""12S"", ""2D"", ""8H"", ""6S"", ""2S"", ""8D"", ""10C""]","[""2H"", ""12S"", ""2D"", ""8H"", ""6S"", ""2S"", ""8D"", ""10C""]","[""1H"", ""4H"", ""6H"", ""9H"", ""10H"", ""11H"", ""12H"", ""4D"", ""5D"", ""6D"", ""7D"", ""9D"", ""10D"", ""1C"", ""2C"", ""3C"", ""4C"", ""6C"", ""9C"", ""11C"", ""12C"", ""13C"", ""1S"", ""4S"", ""7S"", ""8S"", ""10S"", ""11S""]",129.8558627319336
47,3,play,112.0,2,3,"[""13H"", ""12D"", ""13D"", ""1D"", ""3H"", ""5H"", ""8C"", ""5S""]","[""13H"", ""12D"", ""13D"", ""1D"", ""3H"", ""5H"", ""8C"", ""5S""]","[""6H"", ""10H"", ""11H"", ""12H"", ""4D"", ""5D"", ""6D"", ""7D"", ""9D"", ""10D"", ""1C"", ""4C"", ""9C"", ""11C"", ""13C"", ""1S"", ""4S"", ""7S"", ""8S"", ""11S""]",-1.3805043029785224
47,4,play,17.0,1,3,"[""10S"", ""1H"", ""12C"", ""9H"", ""3C"", ""6C"", ""2C"", ""4H""]","[""10S"", ""1H"", ""12C"", ""9H"", ""3C"", ""6C"", ""2C"", ""4H""]","[""11H"", ""4D"", ""6D"", ""7D"", ""10D"", ""1C"", ""4C"", ""9C"", ""11C"", ""1S"", ""4S"", ""7S""]",-57.23264282226563
47,5,play,340.0,0,3,"[""8S"", ""6H"", ""10H"", ""12H"", ""5D"", ""9D"", ""11S"", ""13C""]","[""8S"", ""6H"", ""10H"", ""12H"", ""5D"", ""9D"", ""11S"", ""13C""]","[""1C"", ""11C"", ""4S"", ""7S""]",175.99017333984375
48,1,play,144.0,4,3,"[""12D"", ""11H"", ""3S"", ""6H"", ""6C"", ""6D"", ""8C"", ""1S""]","[""12D"", ""11H"", ""3S"", ""6H"", ""6C"", ""6D"", ""8C"", ""1S""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""8H"", ""9H"", ""10H"", ""12H"", ""13H"", ""1D"", ""3D"", ""5D"", ""7D"", ""8D"", ""9D"", ""11D"", ""2C"", ""3C"", ""4C"", ""5C"", ""7C"", ""9C"", ""10C"", ""11C"", ""12C"", ""13C"", ""2S"", ""4S"", ""5S"", ""6S"", ""7S"", ""8S"", ""9S"", ""10S"", ""12S""]",14.495468139648438
