episode,t,action,reward,remaining_plays,remaining_discards,hand_before,cards,deck_remaining,advantage
59,4,play,68.0,1,3,"[""12H"", ""10H"", ""11D"", ""6S"", ""7H"", ""4S"", ""12S"", ""1C""]","[""12H"", ""10H"", ""11D"", ""6S"", ""7H"", ""4S"", ""12S"", ""1C""]","[""3H"", ""6H"", ""11H"", ""1D"", ""2D"", ""3D"", ""7D"", ""12D"", ""13D"", ""6C"", ""9C"", ""2S""]",-29.189197845458978
59,5,play,52.0,0,3,"[""11C"", ""3S"", ""7S"", ""10S"", ""8C"", ""12C"", ""8H"", ""1H""]","[""11C"", ""3S"", ""7S"", ""10S"", ""8C"", ""12C"", ""8H"", ""1H""]","[""3H"", ""12D"", ""13D"", ""2S""]",-73.18809509277344
60,1,play,48.0,4,3,"[""13D"", ""7D"", ""1D"", ""3H"", ""8C"", ""9H"", ""2C"", ""7H""]","[""13D"", ""7D"", ""1D"", ""3H"", ""8C"", ""9H"", ""2C"", ""7H""]","[""1H"", ""2H"", ""4H"", ""5H"", ""6H"", ""8H"", ""10H"", ""11H"", ""12H"", ""13H"", ""2D"", ""3D"", ""4D"", ""5D"", ""6D"", ""8D"", ""9D"", ""10D"", ""11D"", ""1C"", ""3C"", ""5C"", ""9C"", ""10C"", ""12C"", ""13C"", ""1S"", ""2S"", ""3S"", ""5S"", ""6S"", ""8S"", ""9S"", ""10S"", ""11S"", ""12S""]",-62.443093566894504
60,2,play,84.0,3,3,"[""6C"", ""11C"", ""4S"", ""7C"", ""12D"", ""13S"", ""7S"", ""4C""]","[""6C"", ""11C"", ""4S"", ""7C"", ""12D"", ""13S"", ""7S"", ""4C""]","[""1H"", ""2H"", ""5H"", ""6H"", ""8H"", ""10H"", ""12H"", ""13H"", ""3D"", ""4D"", ""5D"", ""6D"", ""8D"", ""9D"", ""10D"", ""11D"", ""3C"", ""9C"", ""10C"", ""12C"", ""13C"", ""1S"", ""2S"", ""3S"", ""5S"", ""6S"", ""9S"", ""11S""]",-46.10489685058593
60,3,play,17.0,2,3,"[""10S"", ""12S"", ""8S"", ""5C"", ""2D"", ""1C"", ""11H"", ""4H""]","[""10S"", ""12S"", ""8S"", ""5C"", ""2D"", ""1C"", ""11H"", ""4H""]","[""1H"", ""2H"", ""8H"", ""12H"", ""13H"", ""3D"", ""4D"", ""5D"", ""6D"", ""8D"", ""10D"", ""11D"", ""9C"", ""10C"", ""12C"", ""13C"", ""2S"", ""3S"", ""6S"", ""11S""]",-95.83331710815429
60,4,play,96.0,1,3,"[""3C"", ""10H"", ""5H"", ""9S"", ""5S"", ""9D"", ""6H"", ""1S""]","[""3C"", ""10H"", ""5H"", ""9S"", ""5S"", ""9D"", ""6H"", ""1S""]","[""1H"", ""8H"", ""12H"", ""3D"", ""6D"", ""8D"", ""10D"", ""11D"", ""10C"", ""2S"", ""6S"", ""11S""]",-18.912801132202162
60,5,play,72.0,0,3,"[""12C"", ""13C"", ""9C"", ""3S"", ""5D"", ""2H"", ""13H"", ""4D""]","[""12C"", ""13C"", ""9C"", ""3S"", ""5D"", ""2H"", ""13H"", ""4D""]","[""12H"", ""8D"", ""10D"", ""11S""]",-45.77013397216797
61,1,play,124.0,4,3,"[""12C"", ""7D"", ""9H"", ""4H"", ""12S"", ""9D"", ""6S"", ""11S""]","[""12C"", ""7D"", ""9H"", ""4H"", ""12S"", ""9D"", ""6S"", ""11S""]","[""1H"", ""2H"", ""3H"", ""5H"", ""6H"", ""7H"", ""8H"", ""12H"", ""1D"", ""2D"", ""4D"", ""5D"", ""6D"", ""8D"", ""10D"", ""11D"", ""12D"", ""1C"", ""2C"", ""3C"", ""4C"", ""5C"", ""6C"", ""7C"", ""8C"", ""9C"", ""10C"", ""11C"", ""13C"", ""2S"", ""3S"", ""4S"", ""7S"", ""8S"", ""9S"", ""10S""]",-40.805505676269604
61,2,play,207.0,3,3,"[""1S"", ""3D"", ""11H"", ""10H"", ""5S"", ""13D"", ""13H"", ""13S""]","[""1S"", ""3D"", ""11H"", ""10H"", ""5S"", ""13D"", ""13H"", ""13S""]","[""1H"", ""2H"", ""3H"", ""5H"", ""8H"", ""12H"", ""2D"", ""4D"", ""6D"", ""8D"", ""10D"", ""11D"", ""12D"", ""1C"", ""2C"", ""3C"", ""4C"", ""6C"", ""7C"", ""9C"", ""10C"", ""13C"", ""2S"", ""3S"", ""4S"", ""8S"", ""9S"", ""10S""]",88.53454925537108
61,3,play,88.0,2,3,"[""5C"", ""7H"", ""7S"", ""6H"", ""8C"", ""5D"", ""1D"", ""11C""]","[""5C"", ""7H"", ""7S"", ""6H"", ""8C"", ""5D"", ""1D"", ""11C""]","[""2H"", ""3H"", ""8H"", ""12H"", ""2D"", ""6D"", ""8D"", ""10D"", ""3C"", ""4C"", ""6C"", ""7C"", ""9C"", ""10C"", ""13C"", ""2S"", ""4S"", ""8S"", ""9S"", ""10S""]",-63.66419052124024
61,4,play,180.0,1,3,"[""4D"", ""12D"", ""1C"", ""2C"", ""11D"", ""5H"", ""1H"", ""3S""]","[""4D"", ""12D"", ""1C"", ""2C"", ""11D"", ""5H"", ""1H"", ""3S""]","[""2H"", ""8H"", ""2D"", ""8D"", ""10D"", ""4C"", ""6C"", ""9C"", ""10C"", ""13C"", ""4S"", ""9S""]",108.14294624328613
61,5,play,32.0,0,3,"[""7C"", ""6D"", ""12H"", ""2S"", ""3C"", ""8S"", ""3H"", ""10S""]","[""7C"", ""6D"", ""12H"", ""2S"", ""3C"", ""8S"", ""3H"", ""10S""]","[""2H"", ""8H"", ""4C"", ""13C""]",-88.42598724365234
62,1,play,32.0,4,3,"[""4C"", ""2D"", ""10S"", ""13H"", ""11D"", ""3D"", ""9D"", ""3C""]","[""4C"", ""2D"", ""10S"", ""13H"", ""11D"", ""3D"", ""9D"", ""3C""]","[""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""7H"", ""9H"", ""10H"", ""11H"", ""12H"", ""1D"", ""5D"", ""6D"", ""7D"", ""8D"", ""10D"", ""12D"", ""13D"", ""1C"", ""2C"", ""6C"", ""7C"", ""8C"", ""9C"", ""10C"", ""11C"", ""12C"", ""13C"", ""2S"", ""4S"", ""6S"", ""7S"", ""8S"", ""9S"", ""11S"", ""12S""]",-89.14126739501955
62,2,play,64.0,3,3,"[""5C"", ""1S"", ""4D"", ""1H"", ""13S"", ""8H"", ""3S"", ""5S""]","[""5C"", ""1S"", ""4D"", ""1H"", ""13S"", ""8H"", ""3S"", ""5S""]","[""3H"", ""5H"", ""6H"", ""7H"", ""9H"", ""10H"", ""12H"", ""5D"", ""6D"", ""7D"", ""10D"", ""12D"", ""1C"", ""2C"", ""6C"", ""7C"", ""9C"", ""10C"", ""11C"", ""12C"", ""13C"", ""2S"", ""4S"", ""7S"", ""8S"", ""9S"", ""11S"", ""12S""]",-23.741069030761707
62,3,play,52.0,2,3,"[""2H"", ""11H"", ""13D"", ""8D"", ""8C"", ""6S"", ""1D"", ""4H""]","[""2H"", ""11H"", ""13D"", ""8D"", ""8C"", ""6S"", ""1D"", ""4H""]","[""3H"", ""5H"", ""6H"", ""7H"", ""10H"", ""12H"", ""5D"", ""6D"", ""7D"", ""10D"", ""1C"", ""6C"", ""10C"", ""11C"", ""2S"", ""4S"", ""7S"", ""8S"", ""11S"", ""12S""]",-31.68049835205079
62,4,play,364.0,1,3,"[""2C"", ""9H"", ""9C"", ""9S"", ""12C"", ""13C"", ""12D"", ""7C""]","[""2C"", ""9H"", ""9C"", ""9S"", ""12C"", ""13C"", ""12D"", ""7C""]","[""5H"", ""6H"", ""7H"", ""6D"", ""7D"", ""1C"", ""6C"", ""11C"", ""2S"", ""4S"", ""7S"", ""12S""]",221.0399464416504
62,5,play,180.0,0,3,"[""10C"", ""5D"", ""12H"", ""3H"", ""10H"", ""11S"", ""8S"", ""10D""]","[""10C"", ""5D"", ""12H"", ""3H"", ""10H"", ""11S"", ""8S"", ""10D""]","[""7H"", ""7D"", ""2S"", ""12S""]",29.818313598632812
63,1,play,340.0,4,3,"[""5S"", ""3H"", ""10D"", ""7C"", ""13C"", ""12D"", ""9D"", ""11D""]","[""5S"", ""3H"", ""10D"", ""7C"", ""13C"", ""12D"", ""9D"", ""11D""]","[""4H"", ""5H"", ""6H"", ""7H"", ""8H"", ""9H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""2D"", ""3D"", ""6D"", ""7D"", ""13D"", ""1C"", ""2C"", ""3C"", ""4C"", ""6C"", ""8C"", ""9C"", ""10C"", ""11C"", ""1S"", ""2S"", ""3S"", ""4S"", ""6S"", ""7S"", ""8S"", ""10S"", ""11S"", ""12S"", ""13S""]",182.21204437255858
63,2,play,40.0,3,3,"[""4D"", ""9S"", ""1H"", ""5C"", ""5D"", ""12C"", ""8D"", ""2H""]","[""4D"", ""9S"", ""1H"", ""5C"", ""5D"", ""12C"", ""8D"", ""2H""]","[""4H"", ""5H"", ""6H"", ""7H"", ""8H"", ""9H"", ""10H"", ""11H"", ""12H"", ""1D"", ""2D"", ""3D"", ""6D"", ""7D"", ""13D"", ""1C"", ""2C"", ""4C"", ""8C"", ""9C"", ""1S"", ""4S"", ""7S"", ""8S"", ""10S"", ""11S"", ""12S"", ""13S""]",-66.77317413330076
63,3,play,76.0,2,3,"[""3C"", ""13H"", ""10C"", ""2S"", ""6C"", ""11C"", ""3S"", ""6S""]","[""3C"", ""13H"", ""10C"", ""2S"", ""6C"", ""11C"", ""3S"", ""6S""]","[""4H"", ""7H"", ""8H"", ""9H"", ""10H"", ""1D"", ""2D"", ""6D"", ""7D"", ""13D"", ""1C"", ""2C"", ""4C"", ""8C"", ""9C"", ""7S"", ""8S"", ""10S"", ""11S"", ""12S""]",-51.20306655883792
63,4,play,18.0,1,3,"[""5H"", ""13S"", ""6H"", ""11H"", ""4S"", ""12H"", ""1S"", ""3D""]","[""5H"", ""13S"", ""6H"", ""11H"", ""4S"", ""12H"", ""1S"", ""3D""]","[""4H"", ""7H"", ""8H"", ""1D"", ""2D"", ""13D"", ""1C"", ""2C"", ""8C"", ""9C"", ""8S"", ""11S""]",-57.631088409423825
63,5,play,108.0,0,3,"[""6D"", ""7D"", ""9H"", ""10S"", ""4C"", ""7S"", ""10H"", ""12S""]","[""6D"", ""7D"", ""9H"", ""10S"", ""4C"", ""7S"", ""10H"", ""12S""]","[""2D"", ""1C"", ""9C"", ""8S""]",-27.105911254882812
64,1,play,260.0,4,3,"[""7C"", ""9D"", ""5C"", ""8H"", ""7D"", ""6H"", ""11D"", ""11S""]","[""7C"", ""9D"", ""5C"", ""8H"", ""7D"", ""6H"", ""11D"", ""11S""]","[""2H"", ""3H"", ""4H"", ""5H"", ""9H"", ""10H"", ""11H"", ""12H"", ""13H"", ""2D"", ""3D"", ""4D"", ""5D"", ""6D"", ""8D"", ""10D"", ""12D"", ""13D"", ""1C"", ""2C"", ""4C"", ""6C"", ""8C"", ""12C"", ""13C"", ""1S"", ""2S"", ""3S"", ""4S"", ""5S"", ""6S"", ""8S"", ""9S"", ""10S"", ""12S"", ""13S""]",96.12242156982416
64,2,play,72.0,3,3,"[""1D"", ""11C"", ""3C"", ""7S"", ""1H"", ""9C"", ""7H"", ""10C""]","[""1D"", ""11C"", ""3C"", ""7S"", ""1H"", ""9C"", ""7H"", ""10C""]","[""2H"", ""3H"", ""4H"", ""9H"", ""10H"", ""11H"", ""12H"", ""3D"", ""4D"", ""5D"", ""6D"", ""8D"", ""10D"", ""12D"", ""13D"", ""1C"", ""2C"", ""4C"", ""6C"", ""8C"", ""1S"", ""2S"", ""4S"", ""6S"", ""8S"", ""9S"", ""10S"", ""13S""]",-42.90708465576171
64,3,play,140.0,2,3,"[""5S"", ""13H"", ""2D"", ""12S"", ""12C"", ""13C"", ""5H"", ""3S""]","[""5S"", ""13H"", ""2D"", ""12S"", ""12C"", ""13C"", ""5H"", ""3S""]","[""3H"", ""4H"", ""3D"", ""4D"", ""5D"", ""6D"", ""10D"", ""12D"", ""13D"", ""2C"", ""4C"", ""6C"", ""8C"", ""1S"", ""2S"", ""4S"", ""6S"", ""8S"", ""9S"", ""10S""]",29.122453155517576
64,4,play,340.0,1,3,"[""1C"", ""10H"", ""2H"", ""13S"", ""11H"", ""8D"", ""9H"", ""12H""]","[""1C"", ""10H"", ""2H"", ""13S"", ""11H"", ""8D"", ""9H"", ""12H""]","[""3D"", ""4D"", ""5D"", ""6D"", ""12D"", ""13D"", ""2C"", ""6C"", ""8C"", ""2S"", ""8S"", ""10S""]",200.2795908355713
64,5,play,126.0,0,3,"[""1S"", ""9S"", ""3H"", ""6S"", ""4H"", ""4S"", ""4C"", ""10D""]","[""1S"", ""9S"", ""3H"", ""6S"", ""4H"", ""4S"", ""4C"", ""10D""]","[""3D"", ""5D"", ""6D"", ""12D""]",30.71002960205078
65,1,play,68.0,4,3,"[""7H"", ""2C"", ""2H"", ""5D"", ""4D"", ""5S"", ""8S"", ""9S""]","[""7H"", ""2C"", ""2H"", ""5D"", ""4D"", ""5S"", ""8S"", ""9S""]","[""1H"", ""3H"", ""4H"", ""5H"", ""6H"", ""9H"", ""10H"", ""11H"", ""13H"", ""2D"", ""3D"", ""6D"", ""7D"", ""8D"", ""9D"", ""10D"", ""11D"", ""13D"", ""4C"", ""5C"", ""6C"", ""7C"", ""9C"", ""10C"", ""11C"", ""12C"", ""1S"", ""2S"", ""3S"", ""4S"", ""6S"", ""7S"", ""10S"", ""11S"", ""12S"", ""13S""]",-38.58401275634765
65,2,play,120.0,3,3,"[""13C"", ""8H"", ""1C"", ""12D"", ""12H"", ""1D"", ""3C"", ""8C""]","[""13C"", ""8H"", ""1C"", ""12D"", ""12H"", ""1D"", ""3C"", ""8C""]","[""3H"", ""4H"", ""5H"", ""6H"", ""9H"", ""10H"", ""13H"", ""2D"", ""3D"", ""6D"", ""7D"", ""8D"", ""11D"", ""4C"", ""6C"", ""7C"", ""10C"", ""11C"", ""12C"", ""1S"", ""2S"", ""3S"", ""6S"", ""7S"", ""10S"", ""11S"", ""12S"", ""13S""]",16.826720886230476
65,3,play,56.0,2,3,"[""11H"", ""9C"", ""5C"", ""9D"", ""4S"", ""10D"", ""13D"", ""1H""]","[""11H"", ""9C"", ""5C"", ""9D"", ""4S"", ""10D"", ""13D"", ""1H""]","[""3H"", ""4H"", ""5H"", ""6H"", ""9H"", ""13H"", ""3D"", ""7D"", ""8D"", ""4C"", ""7C"", ""10C"", ""12C"", ""1S"", ""2S"", ""3S"", ""6S"", ""7S"", ""10S"", ""13S""]",-64.43780136108398
65,4,play,340.0,1,3,"[""2D"", ""11S"", ""12S"", ""6D"", ""11C"", ""11D"", ""10H"", ""6C""]","[""2D"", ""11S"", ""12S"", ""6D"", ""11C"", ""11D"", ""10H"", ""6C""]","[""3H"", ""4H"", ""5H"", ""8D"", ""10C"", ""12C"", ""1S"", ""3S"", ""6S"", ""7S"", ""10S"", ""13S""]",198.80604454040525
65,5,play,48.0,0,3,"[""4C"", ""2S"", ""9H"", ""7C"", ""7D"", ""3D"", ""6H"", ""13H""]","[""4C"", ""2S"", ""9H"", ""7C"", ""7D"", ""3D"", ""6H"", ""13H""]","[""4H"", ""5H"", ""8D"", ""7S""]",-61.35755157470703
66,1,play,304.0,4,3,"[""7C"", ""2H"", ""7S"", ""2C"", ""10C"", ""1C"", ""9C"", ""13C""]","[""7C"", ""2H"", ""7S"", ""2C"", ""10C"", ""1C"", ""9C"", ""13C""]","[""3H"", ""5H"", ""7H"", ""9H"", ""11H"", ""12H"", ""13H"", ""1D"", ""2D"", ""3D"", ""4D"", ""5D"", ""6D"", ""7D"", ""8D"", ""9D"", ""10D"", ""11D"", ""12D"", ""13D"", ""3C"", ""4C"", ""6C"", ""8C"", ""11C"", ""12C"", ""1S"", ""2S"", ""3S"", ""4S"", ""5S"", ""6S"", ""8S"", ""9S"", ""10S"", ""11S""]",198.85069793701177
66,2,play,256.0,3,3,"[""12S"", ""4H"", ""10H"", ""1H"", ""8H"", ""5C"", ""6H"", ""13S""]","[""12S"", ""4H"", ""10H"", ""1H"", ""8H"", ""5C"", ""6H"", ""13S""]","[""3H"", ""7H"", ""9H"", ""11H"", ""2D"", ""3D"", ""4D"", ""6D"", ""7D"", ""8D"", ""9D"", ""10D"", ""11D"", ""12D"", ""13D"", ""3C"", ""4C"", ""6C"", ""8C"", ""1S"", ""2S"", ""3S"", ""4S"", ""5S"", ""6S"", ""8S"", ""9S"", ""10S""]",146.70700012207033
66,3,play,132.0,2,3,"[""5H"", ""11S"", ""13H"", ""1D"", ""12C"", ""12H"", ""11C"", ""5D""]","[""5H"", ""11S"", ""13H"", ""1D"", ""12C"", ""12H"", ""11C"", ""5D""]","[""3H"", ""9H"", ""2D"", ""3D"", ""4D"", ""6D"", ""7D"", ""8D"", ""9D"", ""10D"", ""11D"", ""13D"", ""4C"", ""6C"", ""8C"", ""1S"", ""3S"", ""5S"", ""9S"", ""10S""]",-3.503942413330094
66,4,play,17.0,1,3,"[""12D"", ""4S"", ""8S"", ""7H"", ""3C"", ""6S"", ""2S"", ""11H""]","[""12D"", ""4S"", ""8S"", ""7H"", ""3C"", ""6S"", ""2S"", ""11H""]","[""2D"", ""4D"", ""6D"", ""8D"", ""9D"", ""10D"", ""4C"", ""6C"", ""8C"", ""3S"", ""5S"", ""10S""]",-102.48202705383301
66,5,play,88.0,0,3,"[""11D"", ""9S"", ""13D"", ""9H"", ""3H"", ""3D"", ""1S"", ""7D""]","[""11D"", ""9S"", ""13D"", ""9H"", ""3H"", ""3D"", ""1S"", ""7D""]","[""2D"", ""10D"", ""4C"", ""8C""]",-31.628334045410156
67,1,play,288.0,4,3,"[""7S"", ""6D"", ""6H"", ""4S"", ""7C"", ""9S"", ""12C"", ""6S""]","[""7S"", ""6D"", ""6H"", ""4S"", ""7C"", ""9S"", ""12C"", ""6S""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""8H"", ""9H"", ""10H"", ""11H"", ""13H"", ""1D"", ""2D"", ""4D"", ""5D"", ""7D"", ""8D"", ""10D"", ""11D"", ""12D"", ""13D"", ""1C"", ""2C"", ""3C"", ""4C"", ""5C"", ""6C"", ""8C"", ""9C"", ""11C"", ""1S"", ""3S"", ""5S"", ""8S"", ""10S"", ""11S"", ""12S""]",141.72776336669926
67,2,play,72.0,3,3,"[""2S"", ""10C"", ""12H"", ""9D"", ""7H"", ""13S"", ""3D"", ""13C""]","[""2S"", ""10C"", ""12H"", ""9D"", ""7H"", ""13S"", ""3D"", ""13C""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""8H"", ""9H"", ""10H"", ""11H"", ""2D"", ""5D"", ""7D"", ""8D"", ""11D"", ""13D"", ""2C"", ""3C"", ""5C"", ""6C"", ""8C"", ""9C"", ""11C"", ""3S"", ""5S"", ""8S"", ""10S"", ""11S"", ""12S""]",-79.12090606689452
67,3,play,204.0,2,3,"[""4C"", ""12D"", ""10D"", ""1C"", ""4D"", ""13H"", ""1S"", ""1D""]","[""4C"", ""12D"", ""10D"", ""1C"", ""4D"", ""13H"", ""1S"", ""1D""]","[""3H"", ""5H"", ""8H"", ""9H"", ""10H"", ""11H"", ""2D"", ""5D"", ""8D"", ""11D"", ""13D"", ""3C"", ""5C"", ""6C"", ""8C"", ""11C"", ""5S"", ""10S"", ""11S"", ""12S""]",110.7148860168457
67,4,play,28.0,1,3,"[""1H"", ""2H"", ""9C"", ""7D"", ""8S"", ""2C"", ""4H"", ""3S""]","[""1H"", ""2H"", ""9C"", ""7D"", ""8S"", ""2C"", ""4H"", ""3S""]","[""3H"", ""5H"", ""8H"", ""9H"", ""10H"", ""11H"", ""5D"", ""11D"", ""13D"", ""5C"", ""5S"", ""11S""]",-48.91607009887696
67,5,play,52.0,0,3,"[""12S"", ""3C"", ""8D"", ""6C"", ""11C"", ""8C"", ""2D"", ""10S""]","[""12S"", ""3C"", ""8D"", ""6C"", ""11C"", ""8C"", ""2D"", ""10S""]","[""3H"", ""11H"", ""5C"", ""5S""]",-89.45747375488281
68,1,play,64.0,4,3,"[""1C"", ""4S"", ""5H"", ""7C"", ""8S"", ""13D"", ""11H"", ""11C""]","[""1C"", ""4S"", ""5H"", ""7C"", ""8S"", ""13D"", ""11H"", ""11C""]","[""1H"", ""2H"", ""3H"", ""4H"", ""6H"", ""7H"", ""8H"", ""9H"", ""10H"", ""12H"", ""13H"", ""1D"", ""5D"", ""6D"", ""8D"", ""9D"", ""11D"", ""12D"", ""4C"", ""6C"", ""8C"", ""9C"", ""10C"", ""12C"", ""13C"", ""1S"", ""2S"", ""3S"", ""5S"", ""6S"", ""7S"", ""9S"", ""10S"", ""11S"", ""12S"", ""13S""]",-76.22410675048826
68,2,play,244.0,3,3,"[""3D"", ""2D"", ""4D"", ""3C"", ""7D"", ""2C"", ""5C"", ""10D""]","[""3D"", ""2D"", ""4D"", ""3C"", ""7D"", ""2C"", ""5C"", ""10D""]","[""1H"", ""2H"", ""3H"", ""4H"", ""6H"", ""7H"", ""9H"", ""10H"", ""12H"", ""13H"", ""1D"", ""5D"", ""8D"", ""9D"", ""4C"", ""8C"", ""10C"", ""12C"", ""13C"", ""1S"", ""2S"", ""3S"", ""5S"", ""7S"", ""10S"", ""11S"", ""12S"", ""13S""]",187.82366058349612
68,3,play,304.0,2,3,"[""6D"", ""6C"", ""11D"", ""6S"", ""8H"", ""12D"", ""9C"", ""9S""]","[""6D"", ""6C"", ""11D"", ""6S"", ""8H"", ""12D"", ""9C"", ""9S""]","[""2H"", ""3H"", ""4H"", ""6H"", ""9H"", ""10H"", ""12H"", ""5D"", ""8D"", ""4C"", ""8C"", ""10C"", ""12C"", ""13C"", ""1S"", ""7S"", ""10S"", ""11S"", ""12S"", ""13S""]",122.74775344848632
68,4,play,24.0,1,3,"[""13H"", ""1H"", ""7H"", ""1D"", ""3S"", ""9D"", ""2S"", ""5S""]","[""13H"", ""1H"", ""7H"", ""1D"", ""3S"", ""9D"", ""2S"", ""5S""]","[""2H"", ""3H"", ""10H"", ""12H"", ""5D"", ""8D"", ""8C"", ""10C"", ""12C"", ""1S"", ""7S"", ""12S""]",-44.41894927978515
68,5,play,108.0,0,3,"[""6H"", ""13S"", ""13C"", ""4C"", ""9H"", ""10S"", ""4H"", ""11S""]","[""6H"", ""13S"", ""13C"", ""4C"", ""9H"", ""10S"", ""4H"", ""11S""]","[""3H"", ""10H"", ""5D"", ""12C""]",-34.528167724609375
69,1,play,52.0,4,3,"[""3S"", ""5C"", ""4C"", ""8H"", ""1D"", ""11D"", ""8D"", ""10D""]","[""3S"", ""5C"", ""4C"", ""8H"", ""1D"", ""11D"", ""8D"", ""10D""]","[""1H"", ""2H"", ""4H"", ""5H"", ""6H"", ""7H"", ""9H"", ""10H"", ""11H"", ""13H"", ""2D"", ""4D"", ""6D"", ""7D"", ""9D"", ""12D"", ""13D"", ""1C"", ""2C"", ""6C"", ""7C"", ""8C"", ""9C"", ""10C"", ""11C"", ""12C"", ""13C"", ""1S"", ""2S"", ""5S"", ""7S"", ""8S"", ""10S"", ""11S"", ""12S"", ""13S""]",-80.00889282226564
69,2,play,117.0,3,3,"[""12H"", ""6S"", ""5D"", ""4S"", ""3D"", ""3H"", ""3C"", ""9S""]","[""12H"", ""6S"", ""5D"", ""4S"", ""3D"", ""3H"", ""3C"", ""9S""]","[""1H"", ""2H"", ""5H"", ""6H"", ""7H"", ""10H"", ""11H"", ""13H"", ""2D"", ""6D"", ""9D"", ""12D"", ""1C"", ""2C"", ""6C"", ""7C"", ""8C"", ""10C"", ""12C"", ""13C"", ""1S"", ""2S"", ""5S"", ""8S"", ""10S"", ""11S"", ""12S"", ""13S""]",24.024610290527335
69,3,play,104.0,2,3,"[""11C"", ""7D"", ""7S"", ""9C"", ""13D"", ""4D"", ""9H"", ""4H""]","[""11C"", ""7D"", ""7S"", ""9C"", ""13D"", ""4D"", ""9H"", ""4H""]","[""1H"", ""7H"", ""10H"", ""13H"", ""2D"", ""6D"", ""9D"", ""12D"", ""1C"", ""2C"", ""6C"", ""7C"", ""8C"", ""10C"", ""12C"", ""2S"", ""5S"", ""8S"", ""11S"", ""13S""]",-44.38992935180664
69,4,play,18.0,1,3,"[""12S"", ""2H"", ""5H"", ""10S"", ""11H"", ""1S"", ""6H"", ""13C""]","[""12S"", ""2H"", ""5H"", ""10S"", ""11H"", ""1S"", ""6H"", ""13C""]","[""7H"", ""10H"", ""6D"", ""9D"", ""12D"", ""2C"", ""6C"", ""7C"", ""10C"", ""12C"", ""5S"", ""11S""]",-107.90199989318847
69,5,play,124.0,0,3,"[""8C"", ""2D"", ""2S"", ""13S"", ""1C"", ""1H"", ""8S"", ""13H""]","[""8C"", ""2D"", ""2S"", ""13S"", ""1C"", ""1H"", ""8S"", ""13H""]","[""6D"", ""10C"", ""12C"", ""5S""]",21.66088104248047
70,1,play,116.0,4,3,"[""9C"", ""3S"", ""10S"", ""8H"", ""5H"", ""10C"", ""2C"", ""9D""]","[""9C"", ""3S"", ""10S"", ""8H"", ""5H"", ""10C"", ""2C"", ""9D""]","[""1H"", ""2H"", ""3H"", ""4H"", ""6H"", ""9H"", ""10H"", ""11H"", ""13H"", ""1D"", ""2D"", ""4D"", ""5D"", ""6D"", ""7D"", ""8D"", ""10D"", ""11D"", ""12D"", ""13D"", ""1C"", ""3C"", ""7C"", ""8C"", ""11C"", ""12C"", ""13C"", ""2S"", ""5S"", ""6S"", ""7S"", ""8S"", ""9S"", ""11S"", ""12S"", ""13S""]",-55.652006225585865
70,2,play,220.0,3,3,"[""5C"", ""12H"", ""7H"", ""4S"", ""4C"", ""6C"", ""1S"", ""3D""]","[""5C"", ""12H"", ""7H"", ""4S"", ""4C"", ""6C"", ""1S"", ""3D""]","[""1H"", ""2H"", ""3H"", ""4H"", ""9H"", ""11H"", ""13H"", ""4D"", ""5D"", ""6D"", ""7D"", ""8D"", ""10D"", ""11D"", ""12D"", ""3C"", ""7C"", ""8C"", ""11C"", ""12C"", ""13C"", ""2S"", ""5S"", ""6S"", ""7S"", ""9S"", ""11S"", ""13S""]",118.05574798583984
70,3,play,24.0,2,3,"[""2D"", ""10H"", ""6H"", ""12S"", ""13D"", ""1D"", ""8S"", ""1C""]","[""2D"", ""10H"", ""6H"", ""12S"", ""13D"", ""1D"", ""8S"", ""1C""]","[""1H"", ""2H"", ""3H"", ""9H"", ""11H"", ""13H"", ""5D"", ""6D"", ""8D"", ""10D"", ""11D"", ""12D"", ""7C"", ""8C"", ""11C"", ""13C"", ""5S"", ""6S"", ""7S"", ""11S""]",-73.0383349609375
70,4,play,36.0,1,3,"[""12C"", ""4D"", ""4H"", ""13S"", ""3C"", ""2S"", ""9S"", ""7D""]","[""12C"", ""4D"", ""4H"", ""13S"", ""3C"", ""2S"", ""9S"", ""7D""]","[""1H"", ""3H"", ""11H"", ""13H"", ""6D"", ""8D"", ""12D"", ""8C"", ""13C"", ""5S"", ""6S"", ""7S""]",-59.41892929077147
70,5,play,189.0,0,3,"[""11D"", ""11C"", ""7C"", ""10D"", ""2H"", ""11S"", ""5D"", ""9H""]","[""11D"", ""11C"", ""7C"", ""10D"", ""2H"", ""11S"", ""5D"", ""9H""]","[""1H"", ""11H"", ""8D"", ""5S""]",38.64302062988281
