episode,hand,played_cards,discarded_cards,selected_cards,reward
13,"[(11, 'D'), (3, 'D'), (10, 'C'), (6, 'S'), (3, 'S'), (12, 'D'), (1, 'D'), (7, 'H')]","[(9, 'D'), (11, 'C'), (12, 'S'), (4, 'S'), (6, 'D'), (5, 'H'), (4, 'H')]",[],"[(11, 'D'), (10, 'C'), (12, 'D')]",17.0
13,"[(3, 'D'), (6, 'S'), (3, 'S'), (1, 'D'), (7, 'H'), (7, 'S'), (8, 'C'), (5, 'C')]","[(9, 'D'), (11, 'C'), (12, 'S'), (4, 'S'), (6, 'D'), (5, 'H'), (4, 'H'), (11, 'D'), (10, 'C'), (12, 'D')]",[],"[(3, 'D'), (3, 'S'), (7, 'H'), (7, 'S')]",80.0
13,"[(6, 'S'), (1, 'D'), (8, 'C'), (5, 'C'), (2, 'H'), (10, 'D'), (10, 'H'), (8, 'D')]","[(9, 'D'), (11, 'C'), (12, 'S'), (4, 'S'), (6, 'D'), (5, 'H'), (4, 'H'), (11, 'D'), (10, 'C'), (12, 'D'), (3, 'D'), (3, 'S'), (7, 'H'), (7, 'S')]",[],"[(6, 'S')]",0.0
13,"[(1, 'D'), (8, 'C'), (5, 'C'), (2, 'H'), (10, 'D'), (10, 'H'), (8, 'D'), (3, 'C')]","[(9, 'D'), (11, 'C'), (12, 'S'), (4, 'S'), (6, 'D'), (5, 'H'), (4, 'H'), (11, 'D'), (10, 'C'), (12, 'D'), (3, 'D'), (3, 'S'), (7, 'H'), (7, 'S')]","[(6, 'S')]","[(1, 'D'), (10, 'D'), (10, 'H')]",60.0
14,"[(9, 'D'), (13, 'H'), (13, 'C'), (7, 'S'), (7, 'H'), (3, 'D'), (5, 'D'), (2, 'D')]",[],[],"[(9, 'D'), (13, 'H')]",18.0
14,"[(13, 'C'), (7, 'S'), (7, 'H'), (3, 'D'), (5, 'D'), (2, 'D'), (4, 'H'), (12, 'S')]","[(9, 'D'), (13, 'H')]",[],"[(13, 'C'), (7, 'S'), (12, 'S')]",18.0
14,"[(7, 'H'), (3, 'D'), (5, 'D'), (2, 'D'), (4, 'H'), (11, 'H'), (13, 'S'), (6, 'C')]","[(9, 'D'), (13, 'H'), (13, 'C'), (7, 'S'), (12, 'S')]",[],"[(7, 'H'), (3, 'D'), (5, 'D'), (2, 'D')]",12.0
14,"[(4, 'H'), (11, 'H'), (13, 'S'), (6, 'C'), (10, 'H'), (5, 'S'), (1, 'C'), (11, 'C')]","[(9, 'D'), (13, 'H'), (13, 'C'), (7, 'S'), (12, 'S'), (7, 'H'), (3, 'D'), (5, 'D'), (2, 'D')]",[],"[(4, 'H'), (11, 'H')]",16.0
14,"[(13, 'S'), (6, 'C'), (10, 'H'), (5, 'S'), (1, 'C'), (11, 'C'), (5, 'H'), (12, 'C')]","[(9, 'D'), (13, 'H'), (13, 'C'), (7, 'S'), (12, 'S'), (7, 'H'), (3, 'D'), (5, 'D'), (2, 'D'), (4, 'H'), (11, 'H')]",[],"[(13, 'S')]",44.0
14,"[(6, 'C'), (10, 'H'), (5, 'S'), (1, 'C'), (11, 'C'), (5, 'H'), (12, 'C'), (11, 'S')]","[(9, 'D'), (13, 'H'), (13, 'C'), (7, 'S'), (12, 'S'), (7, 'H'), (3, 'D'), (5, 'D'), (2, 'D'), (4, 'H'), (11, 'H')]","[(13, 'S')]","[(6, 'C'), (5, 'S'), (1, 'C'), (11, 'C')]",16.0
15,"[(4, 'C'), (3, 'D'), (11, 'S'), (11, 'D'), (9, 'C'), (6, 'D'), (13, 'C'), (4, 'S')]",[],[],"[(4, 'C'), (11, 'S'), (11, 'D')]",64.0
15,"[(3, 'D'), (9, 'C'), (6, 'D'), (13, 'C'), (4, 'S'), (9, 'H'), (12, 'D'), (11, 'H')]","[(4, 'C'), (11, 'S'), (11, 'D')]",[],"[(3, 'D'), (6, 'D')]",11.0
15,"[(9, 'C'), (13, 'C'), (4, 'S'), (9, 'H'), (12, 'D'), (11, 'H'), (12, 'S'), (6, 'H')]","[(4, 'C'), (11, 'S'), (11, 'D'), (3, 'D'), (6, 'D')]",[],"[(9, 'C'), (13, 'C')]",18.0
15,"[(4, 'S'), (9, 'H'), (12, 'D'), (11, 'H'), (12, 'S'), (6, 'H'), (7, 'H'), (7, 'S')]","[(4, 'C'), (11, 'S'), (11, 'D'), (3, 'D'), (6, 'D'), (9, 'C'), (13, 'C')]",[],"[(12, 'D'), (11, 'H'), (12, 'S')]",68.0
15,"[(4, 'S'), (9, 'H'), (6, 'H'), (7, 'H'), (7, 'S'), (8, 'S'), (2, 'D'), (13, 'S')]","[(4, 'C'), (11, 'S'), (11, 'D'), (3, 'D'), (6, 'D'), (9, 'C'), (13, 'C'), (12, 'D'), (11, 'H'), (12, 'S')]",[],"[(9, 'H'), (6, 'H'), (7, 'H')]",14.0
16,"[(11, 'H'), (7, 'S'), (3, 'S'), (6, 'D'), (12, 'C'), (9, 'H'), (10, 'C'), (3, 'D')]",[],[],"[(11, 'H'), (12, 'C'), (9, 'H'), (10, 'C')]",17.0
16,"[(7, 'S'), (3, 'S'), (6, 'D'), (3, 'D'), (1, 'H'), (2, 'C'), (1, 'D'), (10, 'D')]","[(11, 'H'), (12, 'C'), (9, 'H'), (10, 'C')]",[],"[(7, 'S'), (3, 'S')]",12.0
16,"[(6, 'D'), (3, 'D'), (1, 'H'), (2, 'C'), (1, 'D'), (10, 'D'), (6, 'S'), (6, 'C')]","[(11, 'H'), (12, 'C'), (9, 'H'), (10, 'C'), (7, 'S'), (3, 'S')]",[],"[(6, 'D'), (10, 'D'), (6, 'S')]",44.0
16,"[(3, 'D'), (1, 'H'), (2, 'C'), (1, 'D'), (6, 'C'), (13, 'S'), (3, 'C'), (13, 'D')]","[(11, 'H'), (12, 'C'), (9, 'H'), (10, 'C'), (7, 'S'), (3, 'S'), (6, 'D'), (10, 'D'), (6, 'S')]",[],"[(3, 'D'), (1, 'H')]",8.0
16,"[(2, 'C'), (1, 'D'), (6, 'C'), (13, 'S'), (3, 'C'), (13, 'D'), (2, 'D'), (12, 'S')]","[(11, 'H'), (12, 'C'), (9, 'H'), (10, 'C'), (7, 'S'), (3, 'S'), (6, 'D'), (10, 'D'), (6, 'S'), (3, 'D'), (1, 'H')]",[],"[(2, 'C'), (1, 'D')]",0.0
16,"[(6, 'C'), (13, 'S'), (3, 'C'), (13, 'D'), (2, 'D'), (12, 'S'), (5, 'C'), (8, 'D')]","[(11, 'H'), (12, 'C'), (9, 'H'), (10, 'C'), (7, 'S'), (3, 'S'), (6, 'D'), (10, 'D'), (6, 'S'), (3, 'D'), (1, 'H')]","[(2, 'C'), (1, 'D')]","[(6, 'C'), (13, 'S')]",18.0
17,"[(4, 'D'), (10, 'C'), (9, 'D'), (12, 'C'), (8, 'H'), (3, 'H'), (5, 'C'), (7, 'H')]",[],[],"[(4, 'D'), (10, 'C'), (9, 'D'), (12, 'C')]",17.0
17,"[(8, 'H'), (3, 'H'), (5, 'C'), (7, 'H'), (8, 'C'), (6, 'C'), (1, 'C'), (11, 'H')]","[(4, 'D'), (10, 'C'), (9, 'D'), (12, 'C')]",[],"[(8, 'H'), (7, 'H'), (8, 'C'), (6, 'C'), (11, 'H')]",52.0
17,"[(3, 'H'), (5, 'C'), (1, 'C'), (7, 'D'), (10, 'S'), (7, 'S'), (12, 'D'), (3, 'S')]","[(4, 'D'), (10, 'C'), (9, 'D'), (12, 'C'), (8, 'H'), (7, 'H'), (8, 'C'), (6, 'C'), (11, 'H')]",[],"[(3, 'H'), (1, 'C')]",8.0
17,"[(5, 'C'), (7, 'D'), (10, 'S'), (7, 'S'), (12, 'D'), (3, 'S'), (9, 'H'), (5, 'H')]","[(4, 'D'), (10, 'C'), (9, 'D'), (12, 'C'), (8, 'H'), (7, 'H'), (8, 'C'), (6, 'C'), (11, 'H'), (3, 'H'), (1, 'C')]",[],"[(5, 'C'), (10, 'S'), (7, 'S')]",15.0
17,"[(7, 'D'), (12, 'D'), (3, 'S'), (9, 'H'), (5, 'H'), (4, 'H'), (13, 'S'), (11, 'D')]","[(4, 'D'), (10, 'C'), (9, 'D'), (12, 'C'), (8, 'H'), (7, 'H'), (8, 'C'), (6, 'C'), (11, 'H'), (3, 'H'), (1, 'C'), (5, 'C'), (10, 'S'), (7, 'S')]",[],"[(7, 'D'), (12, 'D')]",17.0
18,"[(13, 'H'), (13, 'S'), (2, 'S'), (8, 'C'), (8, 'S'), (12, 'S'), (13, 'D'), (7, 'S')]",[],[],"[(13, 'H'), (13, 'S')]",72.0
18,"[(2, 'S'), (8, 'C'), (8, 'S'), (12, 'S'), (13, 'D'), (7, 'S'), (3, 'H'), (7, 'D')]","[(13, 'H'), (13, 'S')]",[],"[(8, 'C'), (8, 'S')]",52.0
18,"[(2, 'S'), (12, 'S'), (13, 'D'), (7, 'S'), (3, 'H'), (7, 'D'), (10, 'D'), (1, 'S')]","[(13, 'H'), (13, 'S'), (8, 'C'), (8, 'S')]",[],"[(2, 'S'), (12, 'S'), (7, 'S'), (1, 'S')]",17.0
18,"[(13, 'D'), (3, 'H'), (7, 'D'), (10, 'D'), (4, 'D'), (5, 'H'), (4, 'H'), (13, 'C')]","[(13, 'H'), (13, 'S'), (8, 'C'), (8, 'S'), (2, 'S'), (12, 'S'), (7, 'S'), (1, 'S')]",[],"[(13, 'D'), (7, 'D'), (10, 'D'), (4, 'D'), (13, 'C')]",72.0
18,"[(3, 'H'), (5, 'H'), (4, 'H'), (3, 'D'), (10, 'S'), (9, 'D'), (2, 'H'), (5, 'S')]","[(13, 'H'), (13, 'S'), (8, 'C'), (8, 'S'), (2, 'S'), (12, 'S'), (7, 'S'), (1, 'S'), (13, 'D'), (7, 'D'), (10, 'D'), (4, 'D'), (13, 'C')]",[],"[(3, 'H'), (5, 'H'), (4, 'H')]",10.0
19,"[(6, 'C'), (3, 'D'), (13, 'S'), (4, 'C'), (2, 'C'), (12, 'D'), (10, 'D'), (7, 'H')]",[],[],"[(6, 'C')]",11.0
19,"[(3, 'D'), (13, 'S'), (4, 'C'), (2, 'C'), (12, 'D'), (10, 'D'), (7, 'H'), (11, 'S')]","[(6, 'C')]",[],"[(3, 'D'), (4, 'C'), (2, 'C')]",9.0
19,"[(13, 'S'), (12, 'D'), (10, 'D'), (7, 'H'), (11, 'S'), (1, 'C'), (4, 'S'), (9, 'H')]","[(6, 'C'), (3, 'D'), (4, 'C'), (2, 'C')]",[],"[(13, 'S'), (12, 'D')]",18.0
19,"[(10, 'D'), (7, 'H'), (11, 'S'), (1, 'C'), (4, 'S'), (9, 'H'), (3, 'H'), (9, 'S')]","[(6, 'C'), (3, 'D'), (4, 'C'), (2, 'C'), (13, 'S'), (12, 'D')]",[],"[(10, 'D'), (11, 'S'), (1, 'C')]",16.0
19,"[(7, 'H'), (4, 'S'), (9, 'H'), (3, 'H'), (9, 'S'), (13, 'D'), (11, 'D'), (6, 'H')]","[(6, 'C'), (3, 'D'), (4, 'C'), (2, 'C'), (13, 'S'), (12, 'D'), (10, 'D'), (11, 'S'), (1, 'C')]",[],"[(7, 'H'), (9, 'H'), (3, 'H')]",14.0
20,"[(1, 'S'), (13, 'C'), (7, 'S'), (8, 'H'), (12, 'S'), (11, 'S'), (10, 'S'), (1, 'D')]",[],[],"[(1, 'S'), (13, 'C'), (7, 'S'), (8, 'H'), (12, 'S')]",18.0
20,"[(11, 'S'), (10, 'S'), (1, 'D'), (1, 'C'), (10, 'C'), (9, 'D'), (6, 'C'), (8, 'D')]","[(1, 'S'), (13, 'C'), (7, 'S'), (8, 'H'), (12, 'S')]",[],"[(11, 'S'), (10, 'S')]",16.0
20,"[(1, 'D'), (1, 'C'), (10, 'C'), (9, 'D'), (6, 'C'), (8, 'D'), (3, 'S'), (13, 'S')]","[(1, 'S'), (13, 'C'), (7, 'S'), (8, 'H'), (12, 'S'), (11, 'S'), (10, 'S')]",[],"[(1, 'D'), (1, 'C')]",24.0
20,"[(10, 'C'), (9, 'D'), (6, 'C'), (8, 'D'), (3, 'S'), (13, 'S'), (3, 'C'), (2, 'H')]","[(1, 'S'), (13, 'C'), (7, 'S'), (8, 'H'), (12, 'S'), (11, 'S'), (10, 'S'), (1, 'D'), (1, 'C')]",[],"[(10, 'C'), (9, 'D')]",15.0
20,"[(6, 'C'), (8, 'D'), (3, 'S'), (13, 'S'), (3, 'C'), (2, 'H'), (4, 'H'), (6, 'S')]","[(1, 'S'), (13, 'C'), (7, 'S'), (8, 'H'), (12, 'S'), (11, 'S'), (10, 'S'), (1, 'D'), (1, 'C'), (10, 'C'), (9, 'D')]",[],"[(6, 'C')]",0.0
20,"[(8, 'D'), (3, 'S'), (13, 'S'), (3, 'C'), (2, 'H'), (4, 'H'), (6, 'S'), (11, 'D')]","[(1, 'S'), (13, 'C'), (7, 'S'), (8, 'H'), (12, 'S'), (11, 'S'), (10, 'S'), (1, 'D'), (1, 'C'), (10, 'C'), (9, 'D')]","[(6, 'C')]","[(8, 'D'), (13, 'S')]",18.0
21,"[(7, 'S'), (3, 'C'), (12, 'S'), (4, 'S'), (4, 'H'), (3, 'H'), (6, 'H'), (1, 'C')]",[],[],"[(7, 'S'), (12, 'S'), (4, 'S')]",17.0
21,"[(3, 'C'), (4, 'H'), (3, 'H'), (6, 'H'), (1, 'C'), (5, 'C'), (9, 'H'), (12, 'D')]","[(7, 'S'), (12, 'S'), (4, 'S')]",[],"[(3, 'C'), (3, 'H'), (6, 'H')]",32.0
21,"[(4, 'H'), (1, 'C'), (5, 'C'), (9, 'H'), (12, 'D'), (10, 'H'), (11, 'D'), (8, 'S')]","[(7, 'S'), (12, 'S'), (4, 'S'), (3, 'C'), (3, 'H'), (6, 'H')]",[],"[(4, 'H'), (9, 'H'), (12, 'D'), (10, 'H')]",17.0
21,"[(1, 'C'), (5, 'C'), (11, 'D'), (8, 'S'), (1, 'S'), (6, 'D'), (1, 'D'), (12, 'H')]","[(7, 'S'), (12, 'S'), (4, 'S'), (3, 'C'), (3, 'H'), (6, 'H'), (4, 'H'), (9, 'H'), (12, 'D'), (10, 'H')]",[],"[(1, 'C'), (1, 'S'), (1, 'D'), (12, 'H')]",99.0
21,"[(5, 'C'), (11, 'D'), (8, 'S'), (6, 'D'), (11, 'C'), (9, 'D'), (2, 'C'), (2, 'H')]","[(7, 'S'), (12, 'S'), (4, 'S'), (3, 'C'), (3, 'H'), (6, 'H'), (4, 'H'), (9, 'H'), (12, 'D'), (10, 'H'), (1, 'C'), (1, 'S'), (1, 'D'), (12, 'H')]",[],"[(5, 'C')]",24.0
21,"[(11, 'D'), (8, 'S'), (6, 'D'), (11, 'C'), (9, 'D'), (2, 'C'), (2, 'H'), (8, 'C')]","[(7, 'S'), (12, 'S'), (4, 'S'), (3, 'C'), (3, 'H'), (6, 'H'), (4, 'H'), (9, 'H'), (12, 'D'), (10, 'H'), (1, 'C'), (1, 'S'), (1, 'D'), (12, 'H')]","[(5, 'C')]","[(11, 'D'), (11, 'C'), (9, 'D')]",64.0
22,"[(4, 'D'), (13, 'S'), (2, 'S'), (9, 'S'), (10, 'S'), (2, 'D'), (3, 'D'), (6, 'D')]",[],[],"[(4, 'D'), (13, 'S'), (2, 'S'), (9, 'S'), (10, 'S')]",18.0
22,"[(2, 'D'), (3, 'D'), (6, 'D'), (7, 'H'), (8, 'D'), (11, 'D'), (6, 'C'), (5, 'H')]","[(4, 'D'), (13, 'S'), (2, 'S'), (9, 'S'), (10, 'S')]",[],"[(2, 'D'), (3, 'D'), (6, 'D'), (8, 'D'), (11, 'D')]",260.0
22,"[(7, 'H'), (6, 'C'), (5, 'H'), (4, 'C'), (2, 'C'), (3, 'S'), (7, 'D'), (3, 'C')]","[(4, 'D'), (13, 'S'), (2, 'S'), (9, 'S'), (10, 'S'), (2, 'D'), (3, 'D'), (6, 'D'), (8, 'D'), (11, 'D')]",[],"[(7, 'H'), (6, 'C'), (5, 'H'), (4, 'C')]",12.0
22,"[(2, 'C'), (3, 'S'), (7, 'D'), (3, 'C'), (12, 'H'), (4, 'H'), (12, 'D'), (10, 'D')]","[(4, 'D'), (13, 'S'), (2, 'S'), (9, 'S'), (10, 'S'), (2, 'D'), (3, 'D'), (6, 'D'), (8, 'D'), (11, 'D'), (7, 'H'), (6, 'C'), (5, 'H'), (4, 'C')]",[],"[(2, 'C'), (3, 'S')]",0.0
22,"[(7, 'D'), (3, 'C'), (12, 'H'), (4, 'H'), (12, 'D'), (10, 'D'), (9, 'H'), (1, 'D')]","[(4, 'D'), (13, 'S'), (2, 'S'), (9, 'S'), (10, 'S'), (2, 'D'), (3, 'D'), (6, 'D'), (8, 'D'), (11, 'D'), (7, 'H'), (6, 'C'), (5, 'H'), (4, 'C')]","[(2, 'C'), (3, 'S')]","[(7, 'D')]",36.0
22,"[(3, 'C'), (12, 'H'), (4, 'H'), (12, 'D'), (10, 'D'), (9, 'H'), (1, 'D'), (9, 'C')]","[(4, 'D'), (13, 'S'), (2, 'S'), (9, 'S'), (10, 'S'), (2, 'D'), (3, 'D'), (6, 'D'), (8, 'D'), (11, 'D'), (7, 'H'), (6, 'C'), (5, 'H'), (4, 'C')]","[(2, 'C'), (3, 'S'), (7, 'D')]","[(12, 'H'), (12, 'D'), (10, 'D'), (9, 'C')]",68.0
22,"[(3, 'C'), (4, 'H'), (9, 'H'), (1, 'D'), (10, 'C'), (5, 'D'), (12, 'C'), (7, 'S')]","[(4, 'D'), (13, 'S'), (2, 'S'), (9, 'S'), (10, 'S'), (2, 'D'), (3, 'D'), (6, 'D'), (8, 'D'), (11, 'D'), (7, 'H'), (6, 'C'), (5, 'H'), (4, 'C'), (12, 'H'), (12, 'D'), (10, 'D'), (9, 'C')]","[(2, 'C'), (3, 'S'), (7, 'D')]","[(3, 'C')]",1.0
22,"[(4, 'H'), (9, 'H'), (1, 'D'), (10, 'C'), (5, 'D'), (12, 'C'), (7, 'S'), (13, 'D')]","[(4, 'D'), (13, 'S'), (2, 'S'), (9, 'S'), (10, 'S'), (2, 'D'), (3, 'D'), (6, 'D'), (8, 'D'), (11, 'D'), (7, 'H'), (6, 'C'), (5, 'H'), (4, 'C'), (12, 'H'), (12, 'D'), (10, 'D'), (9, 'C')]","[(2, 'C'), (3, 'S'), (7, 'D'), (3, 'C')]","[(4, 'H'), (9, 'H')]",14.0
23,"[(9, 'D'), (12, 'D'), (2, 'C'), (12, 'H'), (13, 'S'), (13, 'D'), (6, 'S'), (12, 'S')]",[],[],"[(12, 'D'), (12, 'H'), (13, 'S'), (13, 'D'), (12, 'S')]",408.0
23,"[(9, 'D'), (2, 'C'), (6, 'S'), (1, 'C'), (7, 'H'), (9, 'C'), (5, 'D'), (2, 'S')]","[(12, 'D'), (12, 'H'), (13, 'S'), (13, 'D'), (12, 'S')]",[],"[(9, 'D')]",0.0
23,"[(2, 'C'), (6, 'S'), (1, 'C'), (7, 'H'), (9, 'C'), (5, 'D'), (2, 'S'), (10, 'C')]","[(12, 'D'), (12, 'H'), (13, 'S'), (13, 'D'), (12, 'S')]","[(9, 'D')]","[(2, 'C'), (1, 'C'), (7, 'H'), (9, 'C'), (10, 'C')]",15.0
23,"[(6, 'S'), (5, 'D'), (2, 'S'), (11, 'D'), (3, 'C'), (8, 'S'), (3, 'S'), (11, 'S')]","[(12, 'D'), (12, 'H'), (13, 'S'), (13, 'D'), (12, 'S'), (2, 'C'), (1, 'C'), (7, 'H'), (9, 'C'), (10, 'C')]","[(9, 'D')]","[(6, 'S'), (11, 'D'), (8, 'S'), (3, 'S'), (11, 'S')]",64.0
23,"[(5, 'D'), (2, 'S'), (3, 'C'), (10, 'D'), (2, 'H'), (6, 'D'), (6, 'H'), (7, 'S')]","[(12, 'D'), (12, 'H'), (13, 'S'), (13, 'D'), (12, 'S'), (2, 'C'), (1, 'C'), (7, 'H'), (9, 'C'), (10, 'C'), (6, 'S'), (11, 'D'), (8, 'S'), (3, 'S'), (11, 'S')]","[(9, 'D')]","[(5, 'D')]",20.0
23,"[(2, 'S'), (3, 'C'), (10, 'D'), (2, 'H'), (6, 'D'), (6, 'H'), (7, 'S'), (7, 'C')]","[(12, 'D'), (12, 'H'), (13, 'S'), (13, 'D'), (12, 'S'), (2, 'C'), (1, 'C'), (7, 'H'), (9, 'C'), (10, 'C'), (6, 'S'), (11, 'D'), (8, 'S'), (3, 'S'), (11, 'S')]","[(9, 'D'), (5, 'D')]","[(2, 'S'), (3, 'C')]",12.0
23,"[(10, 'D'), (2, 'H'), (6, 'D'), (6, 'H'), (7, 'S'), (7, 'C'), (9, 'H'), (9, 'S')]","[(12, 'D'), (12, 'H'), (13, 'S'), (13, 'D'), (12, 'S'), (2, 'C'), (1, 'C'), (7, 'H'), (9, 'C'), (10, 'C'), (6, 'S'), (11, 'D'), (8, 'S'), (3, 'S'), (11, 'S')]","[(9, 'D'), (5, 'D'), (2, 'S'), (3, 'C')]","[(6, 'D'), (6, 'H'), (7, 'S'), (7, 'C')]",92.0
23,"[(10, 'D'), (2, 'H'), (9, 'H'), (9, 'S'), (4, 'C'), (1, 'S'), (10, 'H'), (11, 'H')]","[(12, 'D'), (12, 'H'), (13, 'S'), (13, 'D'), (12, 'S'), (2, 'C'), (1, 'C'), (7, 'H'), (9, 'C'), (10, 'C'), (6, 'S'), (11, 'D'), (8, 'S'), (3, 'S'), (11, 'S'), (6, 'D'), (6, 'H'), (7, 'S'), (7, 'C')]","[(9, 'D'), (5, 'D'), (2, 'S'), (3, 'C')]","[(10, 'D'), (9, 'H'), (10, 'H'), (11, 'H')]",60.0
24,"[(2, 'C'), (5, 'C'), (6, 'D'), (4, 'D'), (3, 'H'), (11, 'H'), (13, 'C'), (1, 'H')]",[],[],"[(2, 'C'), (5, 'C'), (6, 'D'), (4, 'D')]",11.0
24,"[(3, 'H'), (11, 'H'), (13, 'C'), (1, 'H'), (10, 'C'), (6, 'S'), (1, 'S'), (6, 'C')]","[(2, 'C'), (5, 'C'), (6, 'D'), (4, 'D')]",[],"[(3, 'H'), (11, 'H')]",16.0
24,"[(13, 'C'), (1, 'H'), (10, 'C'), (6, 'S'), (1, 'S'), (6, 'C'), (8, 'D'), (2, 'S')]","[(2, 'C'), (5, 'C'), (6, 'D'), (4, 'D'), (3, 'H'), (11, 'H')]",[],"[(13, 'C'), (10, 'C')]",18.0
24,"[(1, 'H'), (6, 'S'), (1, 'S'), (6, 'C'), (8, 'D'), (2, 'S'), (5, 'H'), (13, 'D')]","[(2, 'C'), (5, 'C'), (6, 'D'), (4, 'D'), (3, 'H'), (11, 'H'), (13, 'C'), (10, 'C')]",[],"[(1, 'H'), (1, 'S'), (13, 'D')]",24.0
24,"[(6, 'S'), (6, 'C'), (8, 'D'), (2, 'S'), (5, 'H'), (1, 'D'), (5, 'S'), (7, 'S')]","[(2, 'C'), (5, 'C'), (6, 'D'), (4, 'D'), (3, 'H'), (11, 'H'), (13, 'C'), (10, 'C'), (1, 'H'), (1, 'S'), (13, 'D')]",[],"[(6, 'S'), (6, 'C')]",44.0
25,"[(4, 'D'), (12, 'D'), (12, 'H'), (8, 'D'), (8, 'H'), (2, 'C'), (1, 'C'), (2, 'H')]",[],[],"[(4, 'D'), (12, 'D')]",17.0
25,"[(12, 'H'), (8, 'D'), (8, 'H'), (2, 'C'), (1, 'C'), (2, 'H'), (9, 'S'), (6, 'H')]","[(4, 'D'), (12, 'D')]",[],"[(12, 'H'), (8, 'H')]",17.0
25,"[(8, 'D'), (2, 'C'), (1, 'C'), (2, 'H'), (9, 'S'), (6, 'H'), (1, 'D'), (5, 'H')]","[(4, 'D'), (12, 'D'), (12, 'H'), (8, 'H')]",[],"[(8, 'D'), (1, 'C'), (9, 'S'), (6, 'H')]",14.0
25,"[(2, 'C'), (2, 'H'), (1, 'D'), (5, 'H'), (7, 'D'), (11, 'H'), (8, 'C'), (6, 'S')]","[(4, 'D'), (12, 'D'), (12, 'H'), (8, 'H'), (8, 'D'), (1, 'C'), (9, 'S'), (6, 'H')]",[],"[(2, 'C'), (2, 'H')]",28.0
25,"[(1, 'D'), (5, 'H'), (7, 'D'), (11, 'H'), (8, 'C'), (6, 'S'), (2, 'S'), (7, 'C')]","[(4, 'D'), (12, 'D'), (12, 'H'), (8, 'H'), (8, 'D'), (1, 'C'), (9, 'S'), (6, 'H'), (2, 'C'), (2, 'H')]",[],"[(1, 'D')]",20.0
25,"[(5, 'H'), (7, 'D'), (11, 'H'), (8, 'C'), (6, 'S'), (2, 'S'), (7, 'C'), (5, 'D')]","[(4, 'D'), (12, 'D'), (12, 'H'), (8, 'H'), (8, 'D'), (1, 'C'), (9, 'S'), (6, 'H'), (2, 'C'), (2, 'H')]","[(1, 'D')]","[(5, 'H'), (11, 'H'), (6, 'S')]",16.0
26,"[(5, 'H'), (8, 'C'), (13, 'H'), (2, 'D'), (4, 'D'), (2, 'C'), (6, 'S'), (10, 'H')]",[],[],"[(5, 'H'), (10, 'H')]",15.0
26,"[(8, 'C'), (13, 'H'), (2, 'D'), (4, 'D'), (2, 'C'), (6, 'S'), (8, 'D'), (7, 'D')]","[(5, 'H'), (10, 'H')]",[],"[(8, 'C'), (13, 'H')]",18.0
26,"[(2, 'D'), (4, 'D'), (2, 'C'), (6, 'S'), (8, 'D'), (7, 'D'), (12, 'D'), (1, 'S')]","[(5, 'H'), (10, 'H'), (8, 'C'), (13, 'H')]",[],"[(2, 'D'), (4, 'D')]",9.0
26,"[(2, 'C'), (6, 'S'), (8, 'D'), (7, 'D'), (12, 'D'), (1, 'S'), (10, 'D'), (13, 'D')]","[(5, 'H'), (10, 'H'), (8, 'C'), (13, 'H'), (2, 'D'), (4, 'D')]",[],"[(8, 'D'), (7, 'D'), (12, 'D'), (10, 'D'), (13, 'D')]",340.0
26,"[(2, 'C'), (6, 'S'), (1, 'S'), (4, 'C'), (2, 'H'), (11, 'S'), (11, 'C'), (8, 'H')]","[(5, 'H'), (10, 'H'), (8, 'C'), (13, 'H'), (2, 'D'), (4, 'D'), (8, 'D'), (7, 'D'), (12, 'D'), (10, 'D'), (13, 'D')]",[],"[(2, 'C'), (1, 'S'), (11, 'S'), (11, 'C')]",64.0
27,"[(5, 'S'), (7, 'H'), (11, 'S'), (6, 'H'), (1, 'H'), (4, 'C'), (12, 'D'), (11, 'H')]",[],[],"[(5, 'S'), (7, 'H'), (11, 'S'), (6, 'H')]",16.0
27,"[(1, 'H'), (4, 'C'), (12, 'D'), (11, 'H'), (6, 'S'), (13, 'C'), (9, 'S'), (5, 'D')]","[(5, 'S'), (7, 'H'), (11, 'S'), (6, 'H')]",[],"[(1, 'H'), (12, 'D'), (11, 'H'), (13, 'C')]",18.0
27,"[(4, 'C'), (6, 'S'), (9, 'S'), (5, 'D'), (9, 'D'), (1, 'D'), (4, 'D'), (7, 'D')]","[(5, 'S'), (7, 'H'), (11, 'S'), (6, 'H'), (1, 'H'), (12, 'D'), (11, 'H'), (13, 'C')]",[],"[(4, 'C'), (5, 'D'), (9, 'D')]",14.0
27,"[(6, 'S'), (9, 'S'), (1, 'D'), (4, 'D'), (7, 'D'), (4, 'S'), (2, 'H'), (6, 'D')]","[(5, 'S'), (7, 'H'), (11, 'S'), (6, 'H'), (1, 'H'), (12, 'D'), (11, 'H'), (13, 'C'), (4, 'C'), (5, 'D'), (9, 'D')]",[],"[(6, 'S'), (9, 'S')]",14.0
27,"[(1, 'D'), (4, 'D'), (7, 'D'), (4, 'S'), (2, 'H'), (6, 'D'), (10, 'H'), (3, 'S')]","[(5, 'S'), (7, 'H'), (11, 'S'), (6, 'H'), (1, 'H'), (12, 'D'), (11, 'H'), (13, 'C'), (4, 'C'), (5, 'D'), (9, 'D'), (6, 'S'), (9, 'S')]",[],"[(1, 'D'), (4, 'D'), (7, 'D')]",64.0
