episode,hand,played_cards,discarded_cards,selected_cards,reward
70,"[(12, 'S'), (10, 'C'), (2, 'C'), (5, 'H'), (5, 'C'), (13, 'H'), (9, 'D'), (13, 'C')]","[(4, 'D'), (12, 'D'), (11, 'H'), (12, 'C')]",[],"[(12, 'S'), (13, 'H'), (13, 'C')]",72.0
70,"[(10, 'C'), (2, 'C'), (5, 'H'), (5, 'C'), (9, 'D'), (6, 'C'), (10, 'D'), (6, 'S')]","[(4, 'D'), (12, 'D'), (11, 'H'), (12, 'C'), (12, 'S'), (13, 'H'), (13, 'C')]",[],"[(10, 'C'), (5, 'H'), (5, 'C'), (6, 'C')]",40.0
70,"[(2, 'C'), (9, 'D'), (10, 'D'), (6, 'S'), (11, 'S'), (4, 'H'), (6, 'H'), (4, 'S')]","[(4, 'D'), (12, 'D'), (11, 'H'), (12, 'C'), (12, 'S'), (13, 'H'), (13, 'C'), (10, 'C'), (5, 'H'), (5, 'C'), (6, 'C')]",[],"[(2, 'C')]",0.0
70,"[(9, 'D'), (10, 'D'), (6, 'S'), (11, 'S'), (4, 'H'), (6, 'H'), (4, 'S'), (13, 'D')]","[(4, 'D'), (12, 'D'), (11, 'H'), (12, 'C'), (12, 'S'), (13, 'H'), (13, 'C'), (10, 'C'), (5, 'H'), (5, 'C'), (6, 'C')]","[(2, 'C')]","[(9, 'D'), (10, 'D'), (13, 'D')]",18.0
70,"[(6, 'S'), (11, 'S'), (4, 'H'), (6, 'H'), (4, 'S'), (10, 'S'), (2, 'D'), (2, 'H')]","[(4, 'D'), (12, 'D'), (11, 'H'), (12, 'C'), (12, 'S'), (13, 'H'), (13, 'C'), (10, 'C'), (5, 'H'), (5, 'C'), (6, 'C'), (9, 'D'), (10, 'D'), (13, 'D')]","[(2, 'C')]","[(6, 'S'), (11, 'S')]",16.0
71,"[(6, 'H'), (1, 'D'), (11, 'H'), (7, 'D'), (1, 'C'), (7, 'C'), (10, 'C'), (11, 'D')]",[],[],"[(6, 'H'), (1, 'D')]",11.0
71,"[(11, 'H'), (7, 'D'), (1, 'C'), (7, 'C'), (10, 'C'), (11, 'D'), (4, 'S'), (9, 'D')]","[(6, 'H'), (1, 'D')]",[],"[(11, 'H'), (7, 'C'), (10, 'C'), (11, 'D')]",64.0
71,"[(7, 'D'), (1, 'C'), (4, 'S'), (9, 'D'), (2, 'C'), (3, 'S'), (3, 'D'), (8, 'H')]","[(6, 'H'), (1, 'D'), (11, 'H'), (7, 'C'), (10, 'C'), (11, 'D')]",[],"[(7, 'D'), (1, 'C')]",12.0
71,"[(4, 'S'), (9, 'D'), (2, 'C'), (3, 'S'), (3, 'D'), (8, 'H'), (7, 'H'), (10, 'D')]","[(6, 'H'), (1, 'D'), (11, 'H'), (7, 'C'), (10, 'C'), (11, 'D'), (7, 'D'), (1, 'C')]",[],"[(4, 'S'), (3, 'S'), (3, 'D')]",32.0
71,"[(9, 'D'), (2, 'C'), (8, 'H'), (7, 'H'), (10, 'D'), (5, 'H'), (12, 'H'), (5, 'S')]","[(6, 'H'), (1, 'D'), (11, 'H'), (7, 'C'), (10, 'C'), (11, 'D'), (7, 'D'), (1, 'C'), (4, 'S'), (3, 'S'), (3, 'D')]",[],"[(9, 'D'), (8, 'H'), (7, 'H'), (10, 'D'), (12, 'H')]",17.0
72,"[(9, 'C'), (10, 'H'), (5, 'D'), (10, 'D'), (1, 'D'), (7, 'D'), (3, 'D'), (7, 'C')]",[],[],"[(9, 'C'), (10, 'H')]",15.0
72,"[(5, 'D'), (10, 'D'), (1, 'D'), (7, 'D'), (3, 'D'), (7, 'C'), (12, 'H'), (8, 'C')]","[(9, 'C'), (10, 'H')]",[],"[(5, 'D'), (10, 'D'), (1, 'D'), (7, 'D'), (3, 'D')]",244.0
72,"[(7, 'C'), (12, 'H'), (8, 'C'), (5, 'S'), (9, 'S'), (12, 'S'), (4, 'S'), (1, 'H')]","[(9, 'C'), (10, 'H'), (5, 'D'), (10, 'D'), (1, 'D'), (7, 'D'), (3, 'D')]",[],"[(7, 'C'), (12, 'H')]",17.0
72,"[(8, 'C'), (5, 'S'), (9, 'S'), (12, 'S'), (4, 'S'), (1, 'H'), (2, 'H'), (6, 'D')]","[(9, 'C'), (10, 'H'), (5, 'D'), (10, 'D'), (1, 'D'), (7, 'D'), (3, 'D'), (7, 'C'), (12, 'H')]",[],"[(8, 'C'), (5, 'S'), (9, 'S'), (12, 'S')]",17.0
72,"[(4, 'S'), (1, 'H'), (2, 'H'), (6, 'D'), (1, 'C'), (4, 'H'), (12, 'D'), (2, 'C')]","[(9, 'C'), (10, 'H'), (5, 'D'), (10, 'D'), (1, 'D'), (7, 'D'), (3, 'D'), (7, 'C'), (12, 'H'), (8, 'C'), (5, 'S'), (9, 'S'), (12, 'S')]",[],"[(4, 'S'), (1, 'H')]",0.0
72,"[(2, 'H'), (6, 'D'), (1, 'C'), (4, 'H'), (12, 'D'), (2, 'C'), (13, 'H'), (11, 'C')]","[(9, 'C'), (10, 'H'), (5, 'D'), (10, 'D'), (1, 'D'), (7, 'D'), (3, 'D'), (7, 'C'), (12, 'H'), (8, 'C'), (5, 'S'), (9, 'S'), (12, 'S')]","[(4, 'S'), (1, 'H')]","[(2, 'H'), (1, 'C'), (12, 'D'), (13, 'H'), (11, 'C')]",18.0
73,"[(2, 'H'), (12, 'D'), (10, 'H'), (1, 'C'), (8, 'D'), (1, 'H'), (13, 'S'), (2, 'S')]",[],[],"[(2, 'H'), (12, 'D')]",17.0
73,"[(10, 'H'), (1, 'C'), (8, 'D'), (1, 'H'), (13, 'S'), (2, 'S'), (13, 'H'), (10, 'S')]","[(2, 'H'), (12, 'D')]",[],"[(10, 'H'), (1, 'C')]",15.0
73,"[(8, 'D'), (1, 'H'), (13, 'S'), (2, 'S'), (13, 'H'), (10, 'S'), (3, 'D'), (9, 'H')]","[(2, 'H'), (12, 'D'), (10, 'H'), (1, 'C')]",[],"[(8, 'D'), (1, 'H')]",13.0
73,"[(13, 'S'), (2, 'S'), (13, 'H'), (10, 'S'), (3, 'D'), (9, 'H'), (9, 'S'), (7, 'C')]","[(2, 'H'), (12, 'D'), (10, 'H'), (1, 'C'), (8, 'D'), (1, 'H')]",[],"[(13, 'S'), (13, 'H'), (10, 'S'), (9, 'H'), (9, 'S')]",128.0
73,"[(2, 'S'), (3, 'D'), (7, 'C'), (4, 'H'), (9, 'C'), (1, 'S'), (8, 'H'), (12, 'H')]","[(2, 'H'), (12, 'D'), (10, 'H'), (1, 'C'), (8, 'D'), (1, 'H'), (13, 'S'), (13, 'H'), (10, 'S'), (9, 'H'), (9, 'S')]",[],"[(2, 'S'), (3, 'D')]",8.0
74,"[(8, 'C'), (13, 'S'), (4, 'H'), (6, 'H'), (11, 'C'), (10, 'S'), (5, 'H'), (6, 'C')]",[],[],"[(8, 'C'), (11, 'C'), (10, 'S'), (5, 'H')]",16.0
74,"[(13, 'S'), (4, 'H'), (6, 'H'), (6, 'C'), (10, 'H'), (3, 'C'), (3, 'D'), (11, 'S')]","[(8, 'C'), (11, 'C'), (10, 'S'), (5, 'H')]",[],"[(13, 'S'), (6, 'H'), (6, 'C'), (10, 'H'), (11, 'S')]",44.0
74,"[(4, 'H'), (3, 'C'), (3, 'D'), (9, 'S'), (11, 'D'), (10, 'D'), (1, 'D'), (2, 'D')]","[(8, 'C'), (11, 'C'), (10, 'S'), (5, 'H'), (13, 'S'), (6, 'H'), (6, 'C'), (10, 'H'), (11, 'S')]",[],"[(4, 'H'), (3, 'C')]",9.0
